froi,size,subject,effect
LH_ATL,0.06493246938399713,199,S
RH_ATL,-0.040076643665554426,199,S
LH_ATL,0.03451947464531794,199,N
RH_ATL,-0.017940829427487537,199,N
LH_ATL,0.24633922691753138,261,S
RH_ATL,0.13496065707130828,261,S
LH_ATL,-0.023918368064005366,261,N
RH_ATL,-0.001603507207363188,261,N
LH_ATL,0.326460899254676,407,S
RH_ATL,0.2737670065471929,407,S
LH_ATL,0.1059540591539807,407,N
RH_ATL,0.04139005743174164,407,N
LH_ATL,0.061640124336863195,408,S
RH_ATL,0.1926597761072052,408,S
LH_ATL,-0.00785925213317672,408,N
RH_ATL,0.07261015757767109,408,N
LH_ATL,0.29375925682145737,409,S
RH_ATL,0.13747930284005117,409,S
LH_ATL,0.11347788154803547,409,N
RH_ATL,0.03831055385744181,409,N
LH_ATL,0.20053817289138895,410,S
RH_ATL,0.01706821732325589,410,S
LH_ATL,0.08481129808769727,410,N
RH_ATL,-0.03187784089147384,410,N
LH_ATL,0.22891223216061826,730,S
RH_ATL,0.24309069031375682,730,S
LH_ATL,0.08539927266672573,730,N
RH_ATL,0.08186953091415489,730,N
LH_ATL,0.06920565687609763,776,S
RH_ATL,-0.040820502140359774,776,S
LH_ATL,-0.02346400758476638,776,N
RH_ATL,-0.0827668546098147,776,N
LH_ATL,0.18021299678638467,291,S
RH_ATL,-0.028177587852839314,291,S
LH_ATL,-0.09536589298007843,291,N
RH_ATL,-0.08742662272795118,291,N
LH_ATL,0.22452984353267164,400,S
RH_ATL,0.12877204454629984,400,S
LH_ATL,0.043314311965416435,400,N
RH_ATL,-0.11218610657869177,400,N
LH_ATL,0.2430570466364377,419,S
RH_ATL,0.09425464251501654,419,S
LH_ATL,0.0944881388117698,419,N
RH_ATL,-0.008931061985823599,419,N
LH_ATL,-0.02358162402128806,773,S
RH_ATL,0.012325511560238636,773,S
LH_ATL,-0.10585452271100884,773,N
RH_ATL,-0.1298370820750516,773,N
LH_ATL,0.001766507640109028,774,S
RH_ATL,0.06822478620805694,774,S
LH_ATL,-0.027447802583385528,774,N
RH_ATL,0.018997263747948846,774,N
LH_ATL,-0.12471582832954978,775,S
RH_ATL,-0.19952919505811942,775,S
LH_ATL,-0.14156238442124938,775,N
RH_ATL,-0.23327336797614212,775,N
LH_ATL,0.4673988916155509,778,S
RH_ATL,0.055165821436043455,778,S
LH_ATL,0.05774774583712915,778,N
RH_ATL,-0.09673024337805679,778,N
