subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20160804b_3T1,1,1,1,40.02733588,Sem-sent,22,A man is washing his jeans at the laundromat.,0,4,"[[0.35, 1.5942267449059258, -2.9190633638318775], [0.7, -2.72635999792755, 0.0646852764066075], [1.0499999999999998, 1.0581333707080283, 1.736284032403206], [1.4, 1.5632562199880062, -2.8623556684332057]]",0,0,1.882958174,1
FED_20160804b_3T1,1,1,1,42.02647686,Sem-sent,39,A woman is connecting a printer to the laptop.,0,5,"[[0.27999999999999997, 2.1927351668780886, -0.3799142454257546], [0.5599999999999999, -0.828258486914271, 2.2547233916386364], [0.8399999999999999, 3.1826272281354324, -0.5514233730150041], [1.1199999999999999, -2.169204637511214, -2.600835351450503], [1.4, -0.7605690369100685, 2.070456053962172]]",0,1,1.733066082,0
FED_20160804b_3T1,1,1,1,44.02657294,Sem-sent,47,A woman is chopping up onions.,1,4,"[[0.35, 1.2345586115847476, -2.5382633878119685], [0.7, 1.7691097502308883, 2.616634463461997], [1.0499999999999998, 1.1082114424863383, -2.27849249441995], [1.4, -3.148393487600843, 0.2236181310723341]]",1,1,1.881930113,1
FED_20160804b_3T1,1,1,1,46.02562785,Sem-sent,25,A man is roller-skating on the street.,0,7,"[[0.19999999999999998, 1.0641738291090654, -1.7706255638633384], [0.39999999999999997, -2.3271796603508506, -0.04088636645615774], [0.6, 1.5820426058310166, 2.8548476496025494], [0.7999999999999999, -3.2473296857256355, -0.0570525403760709], [0.9999999999999999, 1.6674418894208112, 3.0089534512639413], [1.2, -2.191413210543839, -0.0385010771233934], [1.4, 1.30782368475885, -2.176022362059647]]",0,1,1.899002075,0
FED_20160804b_3T1,1,1,1,50.02350593,Perc-photo,80,A woman is pouring some dish soap onto a sponge.,0,4,"[[0.35, 2.389983789290585, 2.105329865770834], [0.7, 0.41562019680729706, -2.0655752650510344], [1.0499999999999998, -2.6688237952872393, 0.8993651223681806], [1.4, 0.4120886246735687, -2.0480238368427583]]",0,,,
FED_20160804b_3T1,1,1,1,52.02298689,Perc-photo,106,A man is putting on a shoe.,0,7,"[[0.19999999999999998, -1.8014680949379178, 1.190023156890363], [0.39999999999999997, 2.128132567710499, 1.0634529531147943], [0.6, -1.702254319434654, 1.1244840054265262], [0.7999999999999999, 1.8479860774012697, 0.9234604465649754], [0.9999999999999999, -1.974193269153055, 1.3041228501747002], [1.2, 2.841192549182171, 1.4197774389807452], [1.4, -2.131178868926796, 1.4078252135715452]]",1,0,0.166694164,0
FED_20160804b_3T1,1,1,1,54.02230597,Perc-photo,58,A woman is eating some toast.,1,6,"[[0.2333333333333333, 0.36123156707433085, -2.3834850514971246], [0.4666666666666666, -3.084950572783284, 1.207864847368017], [0.7, 2.6653094087960403, 2.1290551476227786], [0.9333333333333332, 0.43555695542214207, -2.873900253879683], [1.1666666666666665, 2.035426588452344, 1.6259033346939844], [1.4, -2.397867627205511, 0.9388481102730317]]",0,0,1.832773924,1
FED_20160804b_3T1,1,1,1,56.02141309,Perc-photo,85,A woman is putting on a hat.,0,7,"[[0.19999999999999998, -1.1782414844572546, 2.6307733174359584], [0.39999999999999997, -1.9381716349328166, -2.6800507138311027], [0.6, 2.2258259530088647, -0.22899115405593667], [0.7999999999999999, -1.1880012948375052, 2.6525649866907757], [0.9999999999999999, 3.2770192028146408, -0.3371370560674748], [1.2, -1.7807204452722458, -2.462331516192553], [1.4, 2.1221055029995877, -0.21832047896801307]]",1,0,1.815770864,0
FED_20160804b_3T1,1,1,1,58.02117395,Perc-photo,71,A man is blowing his nose.,1,5,"[[0.27999999999999997, -0.9227083785016079, 3.0599916359980215], [0.5599999999999999, -2.3152524313858587, -2.463780980322006], [0.8399999999999999, -0.7958078732929174, 2.6391495871015946], [1.1199999999999999, 2.519360839995707, -0.5918324043340529], [1.4, -1.647253045199055, -1.7529279604771333]]",1,,,
FED_20160804b_3T1,1,1,1,60.01967502,Perc-photo,102,A woman is toasting some bread.,1,7,"[[0.19999999999999998, -2.394943550195097, -2.286425019490264], [0.39999999999999997, 2.53333199574588, -0.7421389414770014], [0.6, -0.6072806946993461, 2.4964541097597213], [0.7999999999999999, 2.737594417411858, -0.8019775641499391], [0.9999999999999999, -1.497765152915819, -1.4298991384028323], [1.2, -0.666322126656035, 2.739165967292665], [1.4, 2.671705379757134, -0.7826753879084797]]",1,1,1.816736937,1
FED_20160804b_3T1,1,1,1,62.01988387,Perc-photo,60,A woman is putting a CD into a disc drive.,0,4,"[[0.35, -2.6643870308582125, -1.527993562217708], [0.7, 2.157593230440864, -1.2540485532767291], [1.0499999999999998, -2.7623287075704828, -1.5841619228034267], [1.4, 0.007696363697992684, 2.6523863702715413]]",0,1,1.882646084,0
FED_20160804b_3T1,1,1,1,66.01788688,Perc-sent,62,A man is surfing using a surfboard.,0,4,"[[0.35, 1.8585635990346223, 2.2928980279037425], [0.7, -3.2936736953459342, 0.5232770779150873], [1.0499999999999998, 0.9839526833045921, -2.566943014669125], [1.4, -2.24325747628109, 0.35639390108929814]]",0,1,1.833204985,0
FED_20160804b_3T1,1,1,1,68.01718593,Perc-sent,60,A woman is cutting a cucumber for the salad.,1,4,"[[0.35, 2.2030354946330957, 2.686025534879943], [0.7, 1.0997517043222598, -2.9193517482016706], [1.0499999999999998, 1.6550461605271398, 2.0178958802119893], [1.4, 0.9619715617937257, -2.553606736507389]]",0,0,1.932565928,1
FED_20160804b_3T1,1,1,1,70.01672292,Perc-sent,80,A woman is putting strawberries on a dessert plate.,0,4,"[[0.35, -1.946694095559869, -1.5911615179417915], [0.7, -0.3806646188889891, 2.3344418706712116], [1.0499999999999998, 2.624652235529653, -0.9937948887604829], [1.4, -1.6876446732141517, -1.3794233342067603]]",0,1,1.865839958,0
FED_20160804b_3T1,1,1,1,72.03340292,Perc-sent,79,A woman is putting bell peppers in an omelet.,1,7,"[[0.19999999999999998, 0.6597116711979565, -2.5455494306844226], [0.39999999999999997, 1.6919669145189578, 1.6643914770113093], [0.6, -2.514694566818466, 0.6960030147378257], [0.7999999999999999, 0.82820288371986, -3.1956860416248114], [0.9999999999999999, -3.1632617949386583, 0.8755098033506932], [1.2, 1.5981526002405397, 1.572106135160489], [1.4, -3.1843977966827532, 0.8813597070040048]]",1,1,1.848834991,1
FED_20160804b_3T1,1,1,1,74.03163695,Perc-sent,97,A woman is spreading lotion on her hands.,1,5,"[[0.27999999999999997, -1.8992080720886901, -0.7432457629284022], [0.5599999999999999, 2.4467607741878434, -1.9551366673162938], [0.8399999999999999, 0.34223533288658325, 2.2556419679588973], [1.1199999999999999, -2.1645773587143124, -0.8470967315476088], [1.4, 0.4200731776359775, 2.7686641268088374]]",1,1,1.933480978,1
FED_20160804b_3T1,1,1,1,76.03171396,Perc-sent,108,A woman is decorating a notebook with some stickers.,0,7,"[[0.19999999999999998, 1.3144915503102366, -2.353811911508715], [0.39999999999999997, -2.982489992189309, 0.04262114458934476], [0.6, 1.5612668544794475, -2.795703417226332], [0.7999999999999999, 1.4396345128200123, 2.413215660614483], [0.9999999999999999, -3.3856298510548983, 0.04838219735379196], [1.2, 1.2694898080313166, -2.273228938579169], [1.4, 1.652281324838046, 2.7696690606767387]]",1,,,
FED_20160804b_3T1,1,1,1,78.03024507,Perc-sent,90,A woman is drawing on a stickie note.,1,4,"[[0.35, 0.9443660577029563, -2.5713979055820126], [0.7, -2.7019043935271214, 0.46834371616124376], [1.0499999999999998, 1.3237876269095197, 1.5869521922417267], [1.4, 1.0954025283803308, -2.9826524834000354]]",0,0,0.067434788,1
FED_20160804b_3T1,1,1,1,98.02366304,Perc-sent,67,A man is putting fire logs into the fireplace.,0,4,"[[0.35, -2.213791328398899, -2.452691824079771], [0.7, -0.6430640344561458, 1.9873234951681642], [1.0499999999999998, 3.398974007411337, -0.726772335254206], [1.4, -1.0545654017132358, 3.2590262986618463]]",0,1,1.948817015,0
FED_20160804b_3T1,1,1,1,100.0226829,Perc-sent,104,A man is putting shampoo on his hair.,0,5,"[[0.27999999999999997, 2.1512970796073896, 1.397727537592605], [0.5599999999999999, 0.11191964209647334, -2.1267889876455865], [0.8399999999999999, 2.5303487698471865, 1.6440026758063735], [1.1199999999999999, -2.302555280459536, 1.1725858770055915], [1.4, 1.9938241050281633, 1.295415162847889]]",1,,,
FED_20160804b_3T1,1,1,1,102.0219021,Perc-sent,64,A woman is putting staples into the stapler.,0,7,"[[0.19999999999999998, 1.7563960406466521, 2.7091792940592594], [0.39999999999999997, 0.9374727989938836, -1.8363954898819093], [0.6, -2.5647374658007354, 0.13243118731190853], [0.7999999999999999, 1.1306770329837526, 1.7440296693564399], [0.9999999999999999, 1.209120206994866, -2.3685198090370823], [1.2, -2.677455061508948, 0.1382514029205739], [1.4, 0.9951710320785981, -1.9494193292131838]]",1,0,0.033223867,0
FED_20160804b_3T1,1,1,1,104.0218871,Perc-sent,71,A man is attaching a bike to the pole using a bike lock.,0,6,"[[0.2333333333333333, -2.223024764893546, 1.9169425657380972], [0.4666666666666666, -0.5947381534316926, -3.1261394349059315], [0.7, -2.5398558596924166, 2.190150053734049], [0.9333333333333332, 2.2329814454707857, 0.77884695067667], [1.1666666666666665, -0.5090099195347436, -2.6755236283972748], [1.4, 2.0184012051990723, 0.7040029943374556]]",0,0,1.948668003,1
FED_20160804b_3T1,1,1,1,106.02126,Perc-sent,102,A man is putting vanilla extract in the dough.,1,5,"[[0.27999999999999997, 0.801846949941582, -2.514735572025702], [0.5599999999999999, 1.4866574531605323, 1.632977260894049], [0.8399999999999999, -2.605123487614985, 0.5687057204033406], [1.1199999999999999, 1.6074018226230706, 1.7656055333277147], [1.4, 0.6590332379872338, -2.0668462065416824]]",1,1,1.813299894,1
FED_20160804b_3T1,1,1,1,108.0201089,Perc-sent,58,A man is hanging a painting in the bedroom.,0,5,"[[0.27999999999999997, 0.7134699797585061, -2.8309730954363266], [0.5599999999999999, -2.249392605997068, 0.6388350383802242], [0.8399999999999999, 0.799037842878097, -3.170497287340705], [1.1199999999999999, -2.770033214865314, 0.7866987160956666], [1.4, 2.440491531348693, 2.368743246985656]]",1,,,
FED_20160804b_3T1,1,1,1,110.019145,Perc-sent,106,A man is putting contact lenses into a lense solution.,0,5,"[[0.27999999999999997, 2.674308140663812, -1.9843835658675786], [0.5599999999999999, 0.35799835927108453, 3.1054518343643953], [0.8399999999999999, 1.8862191279777367, -1.3996076900304462], [1.1199999999999999, -2.213890034356163, -0.9591340682341325], [1.4, 0.31798670542267626, 2.7583712944074943]]",1,0,1.849040031,0
FED_20160804b_3T1,1,1,1,114.0181489,Perc-photo,93,A woman is throwing away trash.,0,7,"[[0.19999999999999998, -0.04933565550805421, -2.4362045796851985], [0.39999999999999997, 2.419174856125885, 1.3321451097354704], [0.6, -2.419407986078142, 1.4629460341867213], [0.7999999999999999, 2.4675009152189906, 1.3587563830506881], [0.9999999999999999, -1.7580301959291016, 1.0630300130917716], [1.2, -0.052075004367791576, -2.571474176667813], [1.4, -1.7385903211213098, 1.0512752830426053]]",1,0,1.815871954,0
FED_20160804b_3T1,1,1,1,116.0176721,Perc-photo,90,A woman is taking some notes.,1,7,"[[0.19999999999999998, -3.178416503747414, -1.1847417000720355], [0.39999999999999997, 0.4949665991810092, 2.9397507060778763], [0.6, 1.8259606146800829, -1.5082735016615474], [0.7999999999999999, -2.548240051345076, -0.949846015165964], [0.9999999999999999, 0.5107453126546219, 3.0334650782229957], [1.2, 2.4667430165545143, -2.0375703053867347], [1.4, 0.36486662223534155, 2.1670490738473833]]",1,0,1.898643017,0
FED_20160804b_3T1,1,1,1,118.016592,Perc-photo,109,A man is washing a wine glass.,0,4,"[[0.35, 2.3591358173338417, 1.775595140846019], [0.7, -1.8629763180277483, 0.7920601939823448], [1.0499999999999998, 2.0265356134479835, 1.525264786177611], [1.4, 0.2530138770008329, -2.070545585041761]]",0,,,
FED_20160804b_3T1,1,1,1,120.032655,Perc-photo,79,A woman is putting a slice of pizza into a microwave.,1,6,"[[0.2333333333333333, -2.2172515125929144, 1.1713771933674912], [0.4666666666666666, 1.7324755436519632, 1.0889907896675832], [0.7, 0.10723285158854595, -2.8530856815578045], [0.9333333333333332, 1.726418610090574, 1.0851835527422773], [1.1666666666666665, 0.12794570348112339, -3.404181174063129], [1.4, -2.876354864868718, 1.5195824513380087]]",0,1,0.033268929,0
FED_20160804b_3T1,1,1,1,122.03228,Perc-photo,76,A woman is squeezing toothpaste onto a toothbrush.,1,7,"[[0.19999999999999998, -2.004382286155199, 0.7575133398041031], [0.39999999999999997, 1.759384754332224, 1.439885327392441], [0.6, 0.5410896331032399, -3.3053267199458554], [0.7999999999999999, 1.6514750755985734, 1.3515717491886847], [0.9999999999999999, -2.013720547974193, 0.7610425357800065], [1.2, 0.4872890977130524, -2.976678125899239], [1.4, -2.6403356872156705, 0.9978583020024941]]",1,0,1.93262291,0
FED_20160804b_3T1,1,1,1,124.031466,Perc-photo,64,A woman is putting a fork in a utensil rack.,0,7,"[[0.19999999999999998, -2.007210028724199, -1.1291708468853638], [0.39999999999999997, 0.03812051292194476, 3.4139260879870927], [0.6, -2.471470799242991, -1.3903441769905152], [0.7999999999999999, 0.03163108645007601, 2.8327580860310335], [0.9999999999999999, -2.3483429035522025, -1.3210776686218069], [1.2, 2.622665279010022, -1.5534967352610778], [1.4, 0.035205898749681955, 3.1529044857993416]]",1,0,1.831722975,0
FED_20160804b_3T1,1,1,1,126.0307579,Perc-photo,95,A woman straightening her hair.,0,4,"[[0.35, 2.3107430289040907, -1.2415173871320135], [0.7, -2.6242841416117724, -1.6240655396839083], [1.0499999999999998, -0.09568273562976605, 3.1286361335603723], [1.4, -2.8457415355898434, -1.7611167516182582]]",0,0,1.764866114,1
FED_20160804b_3T1,1,1,1,130.028868,Sem-sent,36,A woman is washing the dishes.,0,5,"[[0.27999999999999997, 1.3909925273721735, -2.065445117968898], [0.5599999999999999, -2.5154139672041826, -0.1740706877809], [0.8399999999999999, 1.590974898569581, -2.362393235332158], [1.1199999999999999, -2.8375687021869522, -0.19636431301374915], [1.4, 1.1750398423824233, 2.4047822309854467]]",0,,,
FED_20160804b_3T1,1,1,1,132.0286291,Sem-sent,13,A woman is wiping the kitchen counter with a sponge.,0,7,"[[0.19999999999999998, -1.804558529263027, -0.9162074760174973], [0.39999999999999997, 0.11587964709646116, 2.151995806555053], [0.6, 1.726394934420469, -1.1246611319218291], [0.7999999999999999, -2.194691618904008, -1.1142852039351665], [0.9999999999999999, 1.915085152391404, -1.2475835003177986], [1.2, -1.9663801606198048, -0.9983672874207755], [1.4, 2.7110375255733974, -1.7661072049064173]]",0,0,0.033170938,1
FED_20160804b_3T1,1,1,1,134.0274,Sem-sent,50,A woman is cutting the birthday cake.,1,6,"[[0.2333333333333333, 0.48209205757842327, 3.1250874855110586], [0.4666666666666666, 1.7537655835861994, -1.408532938848039], [0.7, -3.035728979985752, -1.1793343510485588], [0.9333333333333332, 0.4615101295400523, 2.9916683081375774], [1.1666666666666665, 1.9658190780182023, -1.5788432325958148], [1.4, 0.40713259761690435, 2.639174335597148]]",1,0,1.94937706,0
FED_20160804b_3T1,1,1,1,136.0269539,Sem-sent,38,A woman is making tea in a teapot.,1,5,"[[0.27999999999999997, 0.09994619068103662, 3.126855509370913], [0.5599999999999999, -2.388979423957548, -1.2793082964338196], [0.8399999999999999, 0.09252581121464357, 2.894706047165183], [1.1199999999999999, -2.941479184769124, -1.5751741882434054], [1.4, 1.9580667771240294, -1.215509019763663]]",1,,,
FED_20160804b_3T1,1,1,1,138.0257931,Sem-sent,28,A man is putting the chess pieces on the chess board.,0,4,"[[0.35, -2.4451264288306827, -1.435482603087864], [0.7, 2.5003629132380656, -1.4194628544730525], [1.0499999999999998, -0.019099308860146477, 2.6285837355443467], [1.4, -1.8761802671092844, -1.1014662072014343]]",0,1,0.033998013,0
FED_20160804b_3T1,1,1,1,140.0256951,Sem-sent,31,A woman is taking a shower.,0,5,"[[0.27999999999999997, -2.0709107596571683, 1.9928732164966574], [0.5599999999999999, -0.6412752850005242, -2.5912975403649714], [0.8399999999999999, 2.118889426880866, 0.6115910352083206], [1.1199999999999999, -1.4825953067390338, 1.4267270880339598], [1.4, 2.7643567108453935, 0.7978971252689435]]",0,0,1.798902988,1
FED_20160804b_3T1,1,1,1,142.0246449,Sem-sent,55,A man is putting a cactus on the window sill.,0,5,"[[0.27999999999999997, 3.101597694289538, -1.4814182892040457], [0.5599999999999999, -2.7161310818448277, -1.8646120076671433], [0.8399999999999999, -0.24938820219068186, 3.190542847325471], [1.1199999999999999, -2.2717719841528417, -1.5595614470329897], [1.4, 3.070862524337901, -1.4667382283528339]]",0,0,1.749239206,1
FED_20160804b_3T1,1,1,1,146.0236549,Sem-photo,33,A man is putting a penny in a change purse.,0,5,"[[0.27999999999999997, -1.1304424255212155, 1.9005294123163363], [0.5599999999999999, 3.3457273552535147, 0.043467958145088845], [0.8399999999999999, -1.2532996171499, -2.2374098904160054], [1.1199999999999999, 2.477898655675935, 0.03219305807556816], [1.4, -1.4892919506191031, -2.658707059697112]]",0,1,1.815654039,0
FED_20160804b_3T1,1,1,1,148.0223749,Sem-photo,19,A man is highlighting something in a book.,1,6,"[[0.2333333333333333, -0.004060099537069327, 3.274826818813046], [0.4666666666666666, -2.0622363743375325, -1.1940441561239226], [0.7, 2.044005186797867, -1.1767305104044001], [0.9333333333333332, -2.3224905015293524, -1.3447324688447913], [1.1666666666666665, 2.3829571679760213, -1.371864622778742], [1.4, -2.13738061305486, -1.2375530090485196]]",1,0,1.766963005,0
FED_20160804b_3T1,1,1,1,150.022161,Sem-photo,31,A woman is dipping a tortilla chip in salsa.,1,5,"[[0.27999999999999997, 1.807304110732278, 1.175237048001825], [0.5599999999999999, 0.13393618360514223, -2.5263178750473885], [0.8399999999999999, -2.15936438387251, 1.0986008775570997], [1.1199999999999999, 0.16553203481680884, -3.122282024128208], [1.4, -1.9744136111401904, 1.0045050951379217]]",1,0,1.848621845,0
FED_20160804b_3T1,1,1,1,152.021539,Sem-photo,15,A man is frying some onion rings.,1,5,"[[0.27999999999999997, -0.40680623045179626, -2.934557128977662], [0.5599999999999999, -2.682297959775233, 2.0875399446112683], [0.8399999999999999, -0.2986450421936041, -2.154320342217379], [1.1199999999999999, -1.8082674999153532, 1.407312197684395], [1.4, -0.46534855097494604, -3.3568608479922633]]",1,0,1.915805101,0
FED_20160804b_3T1,1,1,1,154.020169,Sem-photo,13,A woman is cutting a tomato.,1,4,"[[0.35, -1.5702313297175226, -2.008366950506544], [0.7, -0.7773935578204324, 1.9260413708576392], [1.0499999999999998, -2.14230917406981, -2.7400694799171945], [1.4, -0.9100834334583923, 2.2547888725595997]]",1,0,1.783552885,0
FED_20160804b_3T1,1,1,1,156.019793,Sem-photo,50,A boy is sleeping with a teddy bear.,0,5,"[[0.27999999999999997, -0.48717884452173715, 3.343119187767252], [0.5599999999999999, 2.4720384472231056, -0.9841877027414789], [0.8399999999999999, -1.7166402620761005, -1.355288559781014], [1.1199999999999999, -0.4510827241365947, 3.095420351866462], [1.4, 2.7460729332449625, -1.0932885023559649]]",0,1,1.848783016,0
FED_20160804b_3T1,1,1,1,158.0191329,Sem-photo,42,A woman is plugging headphones into a Discman.,0,4,"[[0.35, -2.0755142119181937, 0.6384737235336839], [0.7, 2.1186841824493805, 1.968868564109341], [1.0499999999999998, 0.5088022113307298, -2.2213771855348963], [1.4, 2.0777893945586747, 1.9308655134513395]]",0,0,1.766260147,1
FED_20160804b_3T1,1,1,1,178.0284929,Perc-sent,93,A woman is ironing a skirt.,0,5,"[[0.27999999999999997, -2.765952676975313, -0.4937048570537304], [0.5599999999999999, 1.7064355215302238, -2.0249971158426483], [0.8399999999999999, 0.8518055120166507, 2.3557006411648165], [1.1199999999999999, -2.769290956432937, -0.4943007185795444], [1.4, 1.6578786540539439, -1.9673755325169295]]",1,,,
FED_20160804b_3T1,1,1,1,180.02788,Perc-sent,85,A woman is putting a bandaid on a cut.,0,5,"[[0.27999999999999997, 1.5037352424651405, 1.5996571357423814], [0.5599999999999999, 0.9248463241253213, -3.0689726854714414], [0.8399999999999999, 2.088202586475863, 2.221407116092944], [1.1199999999999999, 0.6768567347026453, -2.2460540487571103], [1.4, 1.9861841626524288, 2.112881030491056]]",1,1,0.199957132,1
FED_20160804b_3T1,1,1,1,182.026675,Perc-sent,95,A man is mowing the lawn.,1,6,"[[0.2333333333333333, 3.1087601285588136, -0.6702471641165838], [0.4666666666666666, -0.9213079089479546, 2.8638199390912353], [0.7, 3.0099494333918604, -0.648943626538488], [0.9333333333333332, -2.012106718291338, -2.221637345896565], [1.1666666666666665, -0.6200533387676823, 1.9273915893012192], [1.4, 2.16146806725182, -0.4660114587469619]]",0,0,1.81633687,1
FED_20160804b_3T1,1,1,1,184.026099,Perc-sent,105,A man is putting a piece of lime into his margarita.,1,6,"[[0.2333333333333333, -0.6328881705357777, -2.472463928016994], [0.4666666666666666, -2.204044924297098, 2.15519564239278], [0.7, -0.772165435028153, -3.016569551224899], [0.9333333333333332, -1.9850611492815444, 1.9410653075409374], [1.1666666666666665, 2.559324064181713, 0.7166000604773006], [1.4, -2.0029252930606285, 1.958533519918704]]",0,0,1.84941411,1
FED_20160804b_3T1,1,1,1,186.025456,Perc-sent,69,A woman is putting aspirin into a medicine cabinet.,0,4,"[[0.35, -2.1552651788791275, -0.8789345133713279], [0.7, 1.8890683825336003, -1.4660494549512593], [1.0499999999999998, 0.4559670567009543, 3.322615865219304], [1.4, -2.709517922872136, -1.1049632501597946]]",0,0,1.88263011,1
FED_20160804b_3T1,1,1,1,188.0248981,Perc-sent,109,A boy is looking at the butterfly on the flower.,0,7,"[[0.19999999999999998, 3.0670638223346574, 0.018778776733170424], [0.39999999999999997, -1.5312801011433654, -2.690159311200506], [0.6, -1.2663166264988543, 2.162636960556034], [0.7999999999999999, 2.906002289025741, 0.01779264186623833], [0.9999999999999999, -1.730174123593014, 2.9548206424685053], [1.2, -1.5152743838051412, -2.6620403997761906], [1.4, -1.3294117540571404, 2.270391886956876]]",1,0,1.849829912,0
FED_20160804b_3T1,1,1,1,190.0246849,Perc-sent,68,A man is putting a comforter on the bed.,0,6,"[[0.2333333333333333, -1.4856354694840195, 2.6590650817739276], [0.4666666666666666, 2.4835234681090848, -0.03501035904719845], [0.7, -1.6329396390284026, -2.7384505587677697], [0.9333333333333332, -1.3080010352746392, 2.341126037486784], [1.1666666666666665, 3.3278505791962107, -0.046912882092390674], [1.4, -1.6437213192266558, 2.9420150864067605]]",0,0,1.882261992,1
FED_20160804b_3T1,1,1,1,194.0229759,Sem-sent,6,A man is knitting a scarf.,0,4,"[[0.35, -2.8288947066106815, -0.03760120102509763], [0.7, 1.2685334307578333, -2.1312375810452595], [1.0499999999999998, -2.62381816856921, -0.03487535756602198], [1.4, 1.2579530043298808, 2.247296581645333]]",0,0,1.966028929,1
