subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20160804b_3T1,1,2,2,18.01847506,Perc-photo,100,A woman is opening a paint can.,0,5,"[[0.27999999999999997, 2.767733998193557, 2.1282888909012136], [0.5599999999999999, 0.37301800994222134, -2.8109815128096436], [0.8399999999999999, -2.555232415547162, 1.055330434535136], [1.1199999999999999, 0.3661434864971808, -2.759176619216494], [1.4, -3.2023827486653813, 1.3226084473310733]]",1,1,1.88299799,1
FED_20160804b_3T1,1,2,2,20.017838,Perc-photo,63,A woman is screwing in a light bulb.,0,6,"[[0.2333333333333333, -0.8912069167978487, 2.1527895657732574], [0.4666666666666666, 2.916827553281992, -0.3846050434823075], [0.7, -0.8420219526559142, 2.033978910692013], [0.9333333333333332, 2.8093547589348566, -0.3704339696056446], [1.1666666666666665, -1.487518293048238, -1.9377637106218029], [1.4, -1.1195645815286805, 2.704407813601997]]",0,0,1.832461119,1
FED_20160804b_3T1,1,2,2,22.01735401,Perc-photo,82,A man is clipping his fingernails.,1,4,"[[0.35, 2.9391127389141203, -0.6298346177220155], [0.7, -0.8651004413123315, 2.6776384521782384], [1.0499999999999998, 2.809310891147042, -0.6020188432246435], [1.4, -1.5740132834750873, -1.7422873026811319]]",0,0,1.866091967,1
FED_20160804b_3T1,1,2,2,24.03310704,Perc-photo,74,A man is pouring some coffee.,0,5,"[[0.27999999999999997, -1.7842584640744499, -1.6254573726470114], [0.5599999999999999, 3.18122633999765, -1.0132107410189855], [0.8399999999999999, -1.607860888167932, -1.4647593874349616], [1.1199999999999999, 3.212654375926076, -1.0232204731689574], [1.4, -1.8508911413276081, -1.6861596636441498]]",1,0,1.831982136,0
FED_20160804b_3T1,1,2,2,26.03208208,Perc-photo,107,A man is dusting a bookshelf.,0,5,"[[0.27999999999999997, -0.9724418334824498, -3.223636253565519], [0.5599999999999999, -2.0185269579015963, 2.1484950163543743], [0.8399999999999999, -0.5894542041698482, -1.9540355802811393], [1.1199999999999999, 2.472213564391916, 0.5804689688962742], [1.4, -0.953264223316644, -3.1600626420047675]]",1,0,1.932345867,0
FED_20160804b_3T1,1,2,2,28.03201914,Perc-photo,103,A man is putting in an earplug.,0,4,"[[0.35, -2.233460442148158, 0.3378142364771778], [0.7, 0.8364027937308307, -2.1343449118550804], [1.0499999999999998, -2.7278935785765936, 0.41259798877455045], [1.4, 1.3810534048051089, 1.7299612019953423]]",0,0,1.881795883,1
FED_20160804b_3T1,1,2,2,30.03080511,Perc-photo,65,A woman is hanging up a phone.,0,6,"[[0.2333333333333333, 1.8957908580613105, -1.7525614003650325], [0.4666666666666666, -2.5236834275779496, -0.7835376820941067], [0.7, 0.5188050512100488, 2.292454129025574], [0.9333333333333332, -2.121015478816774, -0.6585198182138025], [1.1666666666666665, 0.45324484440815704, 2.0027619480565844], [1.4, -3.265817817664259, -1.0139509952126318]]",0,0,1.782861948,1
FED_20160804b_3T1,1,2,2,34.02970195,Perc-sent,87,A man is putting a watermelon on a big plate.,0,6,"[[0.2333333333333333, -2.1624414955656595, -2.3722887027029875], [0.4666666666666666, 2.1972693546825925, -0.48111112812123], [0.7, -2.106947395105041, -2.3114093550492587], [0.9333333333333332, 2.6817765822087423, -0.5871981758112335], [1.1666666666666665, -1.9228800038467118, -2.109479733501777], [1.4, 2.3739307053092396, -0.519792658682914]]",0,0,1.898908138,1
FED_20160804b_3T1,1,2,2,36.02905917,Perc-sent,73,A woman is feeding the ducks some crumbs.,1,4,"[[0.35, 1.791525392475032, -2.7547156381757616], [0.7, 1.4884486008772946, 2.926028764585151], [1.0499999999999998, -3.3811644915632932, -0.1794424314716268], [1.4, 0.9235024714854545, 1.8154438078273172]]",0,,,
FED_20160804b_3T1,1,2,2,38.02782917,Perc-sent,96,A man is sweeping the hardwood floor with a broom.,0,7,"[[0.19999999999999998, 2.7967545259604627, 1.2073244063906852], [0.39999999999999997, -2.1110795206866206, 1.570728521744109], [0.6, 2.7887546599018145, 1.203870962961593], [0.7999999999999999, -2.7958986702800774, 2.08026165868304], [0.9999999999999999, -0.3444459363054774, -2.9540450030447776], [1.2, -1.6412190130493993, 1.2211333059528489], [1.4, -0.3833882036106876, -3.288022553699251]]",1,1,0.06734395,1
