subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20160711b_3T1,1,1,2,18.02749991416931,Perc-photo,99,A woman is playing a violin.,0,3,"[[0.4666666666666666, -0.21840916809263325, -1.9880385899909196], [0.9333333333333332, -1.612487338589616, 1.1831671829831054], [1.4, 1.8308965066822485, 0.8048714070078147]]",1,1,1.8835699558258057,1
FED_20160711b_3T1,1,1,2,20.027758836746216,Perc-photo,80,A woman is pouring some dish soap onto a sponge.,0,3,"[[0.4666666666666666, 1.9821124934141718, -0.26688960911105963], [0.9333333333333332, -1.2221894282033614, -1.5831149678996597], [1.4, -0.7599230652108115, 1.8500045770107176]]",1,1,1.8169000148773193,1
FED_20160711b_3T1,1,1,2,22.02802300453186,Perc-photo,68,A man is squeezing ketchup onto a hot dog.,1,3,"[[0.4666666666666666, 0.393054413173965, 1.9609967435680433], [0.9333333333333332, 1.5017457900815012, -1.3208934786622606], [1.4, 0.393054413173965, 1.9609967435680433]]",1,1,1.8168909549713135,1
FED_20160711b_3T1,1,1,2,24.02828288078308,Perc-photo,105,A man is wrapping a box.,0,4,"[[0.35, -0.8496968228756627, -1.2361291636374432], [0.7, 1.4953676695066684, -0.11779445230652849], [1.0499999999999998, -0.6456708466310062, 1.3539236159439718], [1.4, -0.8496968228756627, -1.2361291636374432]]",0,0,1.500190019607544,1
FED_20160711b_3T1,1,1,2,26.028548002243042,Perc-photo,61,A man is putting a pillowcase on a pillow.,0,4,"[[0.35, 1.1225034119223065, -0.9949804471560134], [0.7, -1.4229300494670607, -0.4746262469814198], [1.0499999999999998, 0.3004266375447536, 1.4696066941374326], [1.4, -1.4229300494670607, -0.4746262469814198]]",0,0,1.633551836013794,1
FED_20160711b_3T1,1,1,2,28.028806924819946,Perc-photo,70,A woman is putting away a hammer.,0,4,"[[0.35, -1.0343216420952128, -1.0863603180775074], [0.7, 1.4579764541660705, -0.3525686586997375], [1.0499999999999998, -0.42365481207085853, 1.4389289767772437], [1.4, 1.4579764541660705, -0.3525686586997375]]",0,0,1.6168649196624756,1
FED_20160711b_3T1,1,1,2,30.029067993164062,Perc-photo,103,A man is putting in an earplug.,0,3,"[[0.4666666666666666, -1.5367497341689214, -1.2800000994264606], [0.9333333333333332, 1.8768874700343827, -0.6908642593360395], [1.4, -0.34013773586545926, 1.9708643587624997]]",1,,,
FED_20160711b_3T1,1,1,2,34.02952289581299,Perc-sent,91,A woman is pouring some milk for the cat.,0,4,"[[0.35, -0.10390242944497396, -1.4963971014257653], [0.7, 1.3478691187065994, 0.6582164072986141], [1.0499999999999998, -1.243966689261624, 0.8381806941271521], [1.4, 1.3478691187065994, 0.6582164072986141]]",0,0,1.6668801307678223,1
FED_20160711b_3T1,1,1,2,36.0297908782959,Perc-sent,70,A woman is putting stilettos in a shoebox.,0,3,"[[0.4666666666666666, -0.7759535863786048, 1.8433382846852016], [0.9333333333333332, 1.9843545754951184, -0.24967362438108762], [1.4, -1.208400989116514, -1.5936646603041154]]",1,1,1.9002530574798584,1
FED_20160711b_3T1,1,1,2,38.0300509929657,Perc-sent,80,A woman is putting strawberries on a dessert plate.,0,4,"[[0.35, 0.554327102215547, 1.3938154338897653], [0.7, 0.9299160228275938, -1.176969069469759], [1.0499999999999998, -1.48424312504314, -0.2168463644200047], [1.4, 0.554327102215547, 1.3938154338897653]]",0,0,1.8335578441619873,1
FED_20160711b_3T1,1,1,2,40.03031301498413,Perc-sent,79,A woman is putting bell peppers in an omelet.,1,3,"[[0.4666666666666666, 1.9925407501026355, 0.17257276488607973], [0.9333333333333332, -1.1457227734439839, 1.6393045252215421], [1.4, 1.9925407501026355, 0.17257276488607973]]",1,1,1.950253963470459,1
FED_20160711b_3T1,1,1,2,42.030694007873535,Perc-sent,67,A man is putting fire logs into the fireplace.,0,3,"[[0.4666666666666666, -1.9244356780929637, 0.5445615859412735], [0.9333333333333332, 0.4906136716961972, -1.9388909781482755], [1.4, -1.9244356780929637, 0.5445615859412735]]",1,,,
FED_20160711b_3T1,1,1,2,44.03083086013794,Perc-sent,61,A man is serving appetizers using a silver platter.,0,3,"[[0.4666666666666666, -1.733649689289562, -0.9972255285672368], [0.9333333333333332, 1.7304474856863723, -1.0027719079041417], [1.4, -1.733649689289562, -0.9972255285672368]]",1,1,0.016680002212524414,1
FED_20160711b_3T1,1,1,2,46.03102493286133,Perc-sent,99,A child is swimming while holding onto the swimming noodle.,0,4,"[[0.35, -1.2786042877709178, 0.7843284231071984], [0.7, -0.03994619543556567, -1.4994680061509227], [1.0499999999999998, -1.2786042877709178, 0.7843284231071984], [1.4, 1.318550483206482, 0.7151395830437245]]",0,0,1.5335869789123535,1
FED_20160711b_3T1,1,1,2,50.031550884246826,Sem-photo,55,A man is putting a cheese slice on a cracker.,0,4,"[[0.35, -1.4519163181417354, 0.37674793312471766], [0.7, 1.052231439980155, 1.069022449117552], [1.0499999999999998, -1.4519163181417354, 0.37674793312471766], [1.4, 0.39968487816158116, -1.445770382242271]]",0,0,1.4668450355529785,1
FED_20160711b_3T1,1,1,2,52.031813859939575,Sem-photo,52,A man is putting a pear in a fruit basket.,0,4,"[[0.35, -0.19865782641322904, 1.4867868266852418], [0.7, 1.3869240751280851, -0.5713506890081657], [1.0499999999999998, -1.1882662487148568, -0.9154361376770757], [1.4, 1.3869240751280851, -0.5713506890081657]]",0,1,1.3001461029052734,0
