subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20190614b_3T2,2,1,1,18.027342081069946,Sem-photo,87,A man is pouring some soda.,0,3,"[[0.4666666666666666, -1.198697963738298, -1.6009756999185398], [0.9333333333333332, 1.9858346088401764, -0.23761503810277523], [1.4, -0.7871366451018795, 1.8385907380213133]]",0,,,
FED_20190614b_3T2,2,1,1,20.02759599685669,Sem-photo,88,A man is kissing a woman.,0,3,"[[0.4666666666666666, 1.5265805216035386, 1.2921114158851272], [0.9333333333333332, 0.355711049874629, -1.9681132205737273], [1.4, -1.8822915714781692, 0.6760018046886002]]",0,0,1.5001709461212158,1
FED_20190614b_3T2,2,1,1,22.027852058410645,Sem-photo,57,A woman is putting a wallet into her purse.,0,4,"[[0.35, 0.8483419285543672, 1.2370594053062516], [0.7, -1.4954958352628678, 0.11615595857043971], [1.0499999999999998, 0.8483419285543672, 1.2370594053062516], [1.4, -1.4954958352628678, 0.11615595857043971]]",0,0,1.4501700401306152,1
FED_20190614b_3T2,2,1,1,24.028072118759155,Sem-photo,103,A man is putting in an earplug.,0,3,"[[0.4666666666666666, -1.776461869241363, -0.9187944422619692], [0.9333333333333332, 1.683930262475501, -1.0790638864864257], [1.4, -1.776461869241363, -0.9187944422619692]]",0,0,1.1001508235931396,1
FED_20190614b_3T2,2,1,1,26.028377056121826,Sem-photo,67,A man is removing lint from his shirt.,0,4,"[[0.35, -0.8126985758165682, -1.2607620809913826], [0.7, -0.6855027023583866, 1.3341986527722733], [1.0499999999999998, -0.8126985758165682, -1.2607620809913826], [1.4, -0.6855027023583866, 1.3341986527722733]]",0,1,1.583521842956543,0
FED_20190614b_3T2,2,1,1,28.02864098548889,Sem-photo,81,A woman is stapling some papers.,1,3,"[[0.4666666666666666, -1.8217143122515995, 0.8254434956662279], [0.9333333333333332, 0.1960021194902172, -1.9903726206806962], [1.4, 1.6257121927613825, 1.1649291250144695]]",1,0,1.366811990737915,0
FED_20190614b_3T2,2,1,1,30.028886079788208,Sem-photo,104,A man is putting a marshmallow into hot cocoa.,1,4,"[[0.35, -0.620547086408543, 1.365621218914626], [0.7, -0.872389124322864, -1.2202201505315287], [1.0499999999999998, -0.620547086408543, 1.365621218914626], [1.4, 1.4929362107314077, -0.14540106838309647]]",1,1,1.3334310054779053,1
FED_20190614b_3T2,2,1,1,34.029412031173706,Sem-sent,88,A man is kicking a soccer ball.,0,3,"[[0.4666666666666666, 0.12935822205221764, 1.9958122282387913], [0.9333333333333332, 1.6637449798123105, -1.1099336206050048], [1.4, -1.7931032018645279, -0.8858786076337877]]",0,0,1.6835730075836182,1
FED_20190614b_3T2,2,1,1,36.02949810028076,Sem-sent,81,A man is turning the burger over using a spatula.,0,3,"[[0.4666666666666666, -1.4050322132495596, 1.4233356876475218], [0.9333333333333332, 1.9351609702405264, 0.5051257459858333], [1.4, -0.5301287569909665, -1.9284614336333545]]",0,,,
FED_20190614b_3T2,2,1,1,38.02993202209473,Sem-sent,74,A woman is making a necklace using some beads.,0,4,"[[0.35, 0.873371131977215, -1.2195174725393803], [0.7, 0.6194475455894882, 1.3661203234939294], [1.0499999999999998, -1.4928186775667023, -0.1466028509545505], [1.4, 0.873371131977215, -1.2195174725393803]]",0,1,0.1998589038848877,0
FED_20190614b_3T2,2,1,1,40.030189037323,Sem-sent,104,A man is putting shampoo on his hair.,0,4,"[[0.35, 1.2477762540502544, 0.8324989007970612], [0.7, 0.09707706968774786, -1.4968553846450365], [1.0499999999999998, -1.3448533237380031, 0.6643564838479754], [1.4, 0.09707706968774786, -1.4968553846450365]]",0,1,1.8168909549713135,0
FED_20190614b_3T2,2,1,1,42.047117948532104,Sem-sent,80,A woman is putting strawberries on a dessert plate.,0,3,"[[0.4666666666666666, -1.4927802666278398, -1.3310173085150003], [0.9333333333333332, 1.8990849353647001, -0.6272769789103159], [1.4, -0.40630466873686133, 1.9582942874253169]]",0,,,
FED_20190614b_3T2,2,1,1,44.030718088150024,Sem-sent,91,A woman is pouring some milk for the cat.,0,4,"[[0.35, 1.4100642177793172, 0.5115846965443767], [0.7, -1.1480774522844428, 0.9653590852921325], [1.0499999999999998, 1.4100642177793172, 0.5115846965443767], [1.4, -1.1480774522844428, 0.9653590852921325]]",0,1,0.03333783149719238,0
FED_20190614b_3T2,2,1,1,46.030966997146606,Sem-sent,63,A woman is melting some butter for the recipe.,1,4,"[[0.35, 1.3134186058763702, 0.7245216116430016], [0.7, -1.2841634242118674, 0.7751930726705776], [1.0499999999999998, 1.3134186058763702, 0.7245216116430016], [1.4, -0.029255181664503256, -1.4997146843135787]]",1,,,
FED_20190614b_3T2,2,1,1,50.03148293495178,Perc-photo,23,A woman is raking leaves.,0,3,"[[0.4666666666666666, -0.6360906170856333, 1.8961510295479151], [0.9333333333333332, 1.9601602695433287, -0.3972048812688796], [1.4, -1.3240696524576965, -1.498946148279035]]",1,,,
FED_20190614b_3T2,2,1,1,52.03173494338989,Perc-photo,4,A man is polishing a shoe.,0,3,"[[0.4666666666666666, -0.8043111406215132, 1.8311427003573808], [0.9333333333333332, 1.9879716667746845, -0.21901746985362336], [1.4, -1.1836605261531714, -1.6121252305037588]]",1,0,0.05002403259277344,0
FED_20190614b_3T2,2,1,1,54.03200101852417,Perc-photo,13,A woman is cutting a tomato.,1,3,"[[0.4666666666666666, 0.11029790912639582, -1.9969562767477773], [0.9333333333333332, 1.674265911347165, 1.0939989296616552], [1.4, -1.7845638204735612, 0.902957347086122]]",1,,,
FED_20190614b_3T2,2,1,1,56.03226590156555,Perc-photo,9,A man is peeling a carrot.,1,4,"[[0.35, 0.18206366115646938, 1.4889099446529002], [0.7, 1.1984020054384592, -0.902126727993955], [1.0499999999999998, -1.3804656665949286, -0.5867832166589455], [1.4, 1.1984020054384592, -0.902126727993955]]",0,1,0.1166830062866211,0
FED_20190614b_3T2,2,1,1,58.03252196311951,Perc-photo,18,A man is putting some flowers in a vase.,0,3,"[[0.4666666666666666, 0.3476619655836392, 1.9695510040835502], [0.9333333333333332, 1.5318502207936833, -1.2858595961668382], [1.4, -1.8795121863773225, -0.6836914079167123]]",1,1,1.9669239521026611,1
FED_20190614b_3T2,2,1,1,60.032779932022095,Perc-photo,42,A woman is plugging headphones into a Discman.,0,4,"[[0.35, 1.3872987173562947, 0.5704404165393434], [0.7, -0.19963346660970024, -1.4866561401377905], [1.0499999999999998, 1.3872987173562947, 0.5704404165393434], [1.4, -1.1876652507465955, 0.9162157235984473]]",0,0,1.6835551261901855,1
FED_20190614b_3T2,2,1,1,62.033036947250366,Perc-photo,45,A woman is mixing some paint on a palette.,1,4,"[[0.35, 1.46850750396865, -0.3057543307751597], [0.7, -0.9990447697527229, -1.1188876386973488], [1.0499999999999998, 1.46850750396865, -0.3057543307751597], [1.4, -0.4694627342159255, 1.4246419694725083]]",0,0,1.666867971420288,1
FED_20190614b_3T2,2,1,1,66.01689195632935,Perc-sent,34,A man is burning an incense stick.,1,4,"[[0.35, -0.3373411763670777, 1.4615748118817855], [0.7, -1.0970903284375497, -1.0229334344173082], [1.0499999999999998, 1.4344315048046268, -0.43864137746447696], [1.4, -0.3373411763670777, 1.4615748118817855]]",0,0,1.7335000038146973,1
FED_20190614b_3T2,2,1,1,68.01701807975769,Perc-sent,6,A man is knitting a scarf.,0,4,"[[0.35, -1.4636605985372224, 0.32817320471004346], [0.7, 1.0160366313888591, 1.10348065849655], [1.0499999999999998, -1.4636605985372224, 0.32817320471004346], [1.4, 1.0160366313888591, 1.10348065849655]]",0,0,1.683668851852417,1
FED_20190614b_3T2,2,1,1,70.01741099357605,Perc-sent,31,A woman is taking a shower.,0,3,"[[0.4666666666666666, 1.7427443203262059, 0.9812452465977867], [0.9333333333333332, -0.021588849266692352, -1.9998834770024327], [1.4, -1.7211554710595114, 1.0186382304046473]]",1,1,1.7169280052185059,1
FED_20190614b_3T2,2,1,1,72.01767706871033,Perc-sent,9,A man is watering his flowers with a hose.,1,3,"[[0.4666666666666666, 1.0614709111648502, 1.695075073485202], [0.9333333333333332, -1.9987135305423842, 0.0717232377043726], [1.4, 1.0614709111648502, 1.695075073485202]]",1,1,1.8835639953613281,1
FED_20190614b_3T2,2,1,1,74.01792812347412,Perc-sent,18,A man is tearing up some documents.,1,4,"[[0.35, 1.3955449009659016, 0.5499585706106164], [0.7, -0.22149435730518036, -1.4835566216636171], [1.0499999999999998, 1.3955449009659016, 0.5499585706106164], [1.4, -0.22149435730518036, -1.4835566216636171]]",0,0,1.6835429668426514,1
