subject,semantic_task,target_network,semantic_roi,target_roi,overlap,overlap_method,run_label,space
040,EventsOrig,language,LH_F2,LH_IFGorb,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F2,LH_IFG,0.039473684210526314,overlap_coef,all,froi
040,EventsOrig,language,LH_F2,LH_MFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F2,LH_AntTemp,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F2,LH_PostTemp,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F2,LH_AngG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F2,RH_IFGorb,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F2,RH_IFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F2,RH_MFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F2,RH_AntTemp,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F2,RH_PostTemp,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F2,RH_AngG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,LH_IFGorb,0.10810810810810811,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,LH_IFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,LH_MFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,LH_AntTemp,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,LH_PostTemp,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,LH_AngG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,RH_IFGorb,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,RH_IFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,RH_MFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,RH_AntTemp,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,RH_PostTemp,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_F1,RH_AngG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,LH_IFGorb,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,LH_IFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,LH_MFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,LH_AntTemp,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,LH_PostTemp,0.040697674418604654,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,LH_AngG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,RH_IFGorb,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,RH_IFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,RH_MFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,RH_AntTemp,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,RH_PostTemp,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP2,RH_AngG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP3,LH_IFGorb,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP3,LH_IFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP3,LH_MFG,0.0,overlap_coef,all,froi
040,EventsOrig,language,LH_TP3,LH_AntTemp,0.0,overlap_coef,all,froi
