subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20190306a_3T2,1,1,1,124.02021980285645,Perc-photo,60,A woman is putting a CD into a disc drive.,0,3,"[[0.4666666666666666, 1.292568470957368, 1.526193548632326], [0.9333333333333332, 0.6754381487288311, -1.8824939062960522], [1.4, 1.292568470957368, 1.526193548632326]]",1,1,1.7501380443572998,1
FED_20190306a_3T2,1,1,1,126.02039694786072,Perc-photo,112,A woman is opening a wine bottle.,1,4,"[[0.35, -0.21919576050509137, 1.4838979811889343], [0.7, 1.3946912285866062, -0.5521198935952073], [1.0499999999999998, -1.1754954680815137, -0.9317780875937272], [1.4, -0.21919576050509137, 1.4838979811889343]]",0,,,
FED_20190306a_3T2,1,1,1,130.02064681053162,Sem-sent,27,A man is grinding some lamb cubes in the meat grinder.,1,4,"[[0.35, -0.6742978464512821, 1.3398964192321596], [0.7, 1.4975332607204954, -0.08598914487213224], [1.0499999999999998, -0.823235414269214, -1.2539072743600284], [1.4, 1.4975332607204954, -0.08598914487213224]]",1,,,
FED_20190306a_3T2,1,1,1,132.02090883255005,Sem-sent,37,A woman is putting mascara on her eyelashes.,0,4,"[[0.35, 1.2743618468921807, 0.7912028078726402], [0.7, 0.04802080771719419, -1.499231136958604], [1.0499999999999998, -1.3223826546093749, 0.7080283290859646], [1.4, 1.2743618468921807, 0.7912028078726402]]",0,1,0.08334898948669434,0
FED_20190306a_3T2,1,1,1,134.02102899551392,Sem-sent,2,A man is drilling a hole in the wall with a drill.,1,3,"[[0.4666666666666666, -1.2208340511992155, -1.5841604146779176], [0.9333333333333332, -0.7615061371811603, 1.849353509482551], [1.4, -1.2208340511992155, -1.5841604146779176]]",1,1,1.666881799697876,1
FED_20190306a_3T2,1,1,1,136.02128386497498,Sem-sent,30,A woman is putting a necklace in a jewelry box.,0,3,"[[0.4666666666666666, -0.7878463052794333, -1.8382867565365166], [0.9333333333333332, -1.1980798779614064, 1.6014382929179574], [1.4, -0.7878463052794333, -1.8382867565365166]]",0,0,1.2167940139770508,1
FED_20190306a_3T2,1,1,1,138.02145791053772,Sem-sent,14,A man is sawing a piece of wood in half.,1,4,"[[0.35, 1.1016027906069166, 1.0180723411069836], [0.7, 0.3308751149854855, -1.4630521720989111], [1.0499999999999998, -1.4324779055924024, 0.4449798309919275], [1.4, 1.1016027906069166, 1.0180723411069836]]",1,1,1.4501800537109375,1
FED_20190306a_3T2,1,1,1,140.02165293693542,Sem-sent,25,A man is roller-skating on the street.,0,4,"[[0.35, -0.4620946473708103, -1.427048890848259], [0.7, -1.0048132682315944, 1.1137101490000627], [1.0499999999999998, 1.466907915602404, 0.3133387418481961], [1.4, -0.4620946473708103, -1.427048890848259]]",0,0,1.9335110187530518,1
FED_20190306a_3T2,1,1,1,142.02182793617249,Sem-sent,38,A woman is making tea in a teapot.,1,3,"[[0.4666666666666666, 1.5158063233481682, -1.304734145371274], [0.9333333333333332, -1.8878360767505857, -0.6603597105509665], [1.4, 1.5158063233481682, -1.304734145371274]]",1,1,1.8834660053253174,1
FED_20190306a_3T2,1,1,1,146.02217078208923,Sem-photo,29,A man is putting a banana in the blender.,1,4,"[[0.35, 1.309585777014881, -0.7314267513841217], [0.7, -0.021358740801265257, 1.499847927021731], [1.0499999999999998, 1.309585777014881, -0.7314267513841217], [1.4, -0.021358740801265257, 1.499847927021731]]",1,1,1.666923999786377,1
FED_20190306a_3T2,1,1,1,148.05571389198303,Sem-photo,52,A man is putting a pear in a fruit basket.,0,4,"[[0.35, 0.24192415776882165, -1.4803623549279568], [0.7, -1.4029934850581773, 0.5306687110470241], [1.0499999999999998, 1.1610693272893553, 0.9496936438809327], [1.4, -1.4029934850581773, 0.5306687110470241]]",0,0,1.7168879508972168,1
FED_20190306a_3T2,1,1,1,150.02257084846497,Sem-photo,33,A man is putting a penny in a change purse.,0,3,"[[0.4666666666666666, 1.976398246325554, 0.3063494278128727], [0.9333333333333332, -1.2535055100835517, 1.5584363754065083], [1.4, -0.7228927362420037, -1.8647858032193803]]",0,0,1.6167240142822266,1
FED_20190306a_3T2,1,1,1,152.02274298667908,Sem-photo,41,A woman is plugging a power cord into a power outlet.,0,4,"[[0.35, 0.02291769239763954, 1.4998249162402812], [0.7, -1.3103453248917707, -0.7300651543076686], [1.0499999999999998, 1.2874276324941323, -0.7697597619326131], [1.4, 0.02291769239763954, 1.4998249162402812]]",0,0,1.200164794921875,1
FED_20190306a_3T2,1,1,1,154.02304983139038,Sem-photo,30,A woman is putting scissors in a desk organizer.,0,4,"[[0.35, -1.4552194106274825, -0.36378079516791795], [0.7, 1.0426531153380614, -1.0783665800996598], [1.0499999999999998, 0.41256629528942057, 1.4421473752675773], [1.4, -1.4552194106274825, -0.36378079516791795]]",0,0,1.5167150497436523,1
FED_20190306a_3T2,1,1,1,156.0231819152832,Sem-photo,37,A woman is opening a door.,0,4,"[[0.35, -1.4560503412973254, -0.3604405687598753], [0.7, 1.0401758597492268, -1.0807563003725478], [1.0499999999999998, -1.4560503412973254, -0.3604405687598753], [1.4, 1.0401758597492268, -1.0807563003725478]]",0,0,1.3167469501495361,1
FED_20190306a_3T2,1,1,1,158.02337288856506,Sem-photo,26,A woman is putting on a sock.,0,3,"[[0.4666666666666666, -1.7807429004916147, -0.9104695065452284], [0.9333333333333332, 1.6788611722850573, -1.0869338361619092], [1.4, -1.7807429004916147, -0.9104695065452284]]",0,0,1.383404016494751,1
FED_20190306a_3T2,1,1,1,178.0252149105072,Perc-sent,107,A man is attaching a lapel pin to the jacket.,0,4,"[[0.35, -0.5525784905430657, 1.3945095954453475], [0.7, 1.4839699807483644, -0.2187077873275186], [1.0499999999999998, -0.931391490205298, -1.1758018081178283], [1.4, 1.4839699807483644, -0.2187077873275186]]",0,0,1.8002049922943115,1
FED_20190306a_3T2,1,1,1,180.02545881271362,Perc-sent,103,A man is pouring whiskey into a flask.,0,4,"[[0.35, 1.4521225779810678, -0.37595214923925835], [0.7, -0.4004771771419779, 1.4455511165601833], [1.0499999999999998, 1.4521225779810678, -0.37595214923925835], [1.4, -1.05164540083909, -1.0695989673209252]]",0,0,1.6501200199127197,1
FED_20190306a_3T2,1,1,1,182.05897879600525,Perc-sent,60,A woman is cutting a cucumber for the salad.,1,3,"[[0.4666666666666666, -1.9423923795336189, 0.476562528877089], [0.9333333333333332, 1.3839114462661237, 1.4438798803548742], [1.4, 0.5584809332674947, -1.9204424092319634]]",1,1,1.8668320178985596,1
FED_20190306a_3T2,1,1,1,184.02582788467407,Perc-sent,58,A man is hanging a painting in the bedroom.,0,3,"[[0.4666666666666666, 1.950677164405235, -0.441427910612766], [0.9333333333333332, -1.3576263667327582, -1.4686220236507452], [1.4, 1.950677164405235, -0.441427910612766]]",1,1,1.7167720794677734,1
FED_20190306a_3T2,1,1,1,186.02600288391113,Perc-sent,65,A man is playing the drums.,0,4,"[[0.35, 1.3182039557014487, 0.7157781298510407], [0.7, -1.2789840217750417, 0.7837090480810718], [1.0499999999999998, 1.3182039557014487, 0.7157781298510407], [1.4, -1.2789840217750417, 0.7837090480810718]]",0,0,1.7001368999481201,1
FED_20190306a_3T2,1,1,1,188.02619099617004,Perc-sent,72,The girl is putting her hair up using a pink ribbon.,0,4,"[[0.35, -1.0265404790488168, 1.0937159799848521], [0.7, -0.4339155836674663, -1.4358681228617487], [1.0499999999999998, -1.0265404790488168, 1.0937159799848521], [1.4, 1.460456062716283, 0.342152142876897]]",0,0,1.7168388366699219,1
FED_20190306a_3T2,1,1,1,190.02638292312622,Perc-sent,89,A woman is exercising with a dumbbell.,0,4,"[[0.35, 1.3113955477990737, 0.7281769820673867], [0.7, -0.02507800897809485, -1.4997903498375011], [1.0499999999999998, -1.2863175388209789, 0.7716133677701156], [1.4, 1.3113955477990737, 0.7281769820673867]]",0,0,1.7001240253448486,1
FED_20190306a_3T2,1,1,1,194.0267357826233,Sem-sent,24,A woman is polishing a silver bowl.,0,3,"[[0.4666666666666666, -0.17279975623632376, -1.9925210774906916], [0.9333333333333332, -1.6391739925647175, 1.1459095174137628], [1.4, -0.17279975623632376, -1.9925210774906916]]",0,1,1.8168301582336426,0
FED_20190306a_3T2,1,1,1,196.02694177627563,Sem-sent,33,A man is putting pasta sauce on spaghetti.,1,4,"[[0.35, 0.512891834562986, 1.4095892898424753], [0.7, -1.4771860511875432, -0.2606172867960859], [1.0499999999999998, 0.9642942166245568, -1.1489720030463895], [1.4, -1.4771860511875432, -0.2606172867960859]]",1,1,1.9168062210083008,1
FED_20190306a_3T2,1,1,1,198.0271029472351,Sem-sent,1,A man is putting a cooking pot on a burner.,0,3,"[[0.4666666666666666, 0.587240785596115, -1.9118442038336851], [0.9333333333333332, -1.9493260413960627, 0.44735666345227876], [1.4, 0.587240785596115, -1.9118442038336851]]",0,0,1.9168338775634766,1
FED_20190306a_3T2,1,1,1,200.02728581428528,Sem-sent,53,A woman is feeding a bone to the dog.,1,3,"[[0.4666666666666666, 1.622240234792768, 1.169759214804271], [0.9333333333333332, 0.2019210789350539, -1.989780861773905], [1.4, -1.8241613137278216, 0.8200216469696322]]",1,1,1.666802167892456,1
FED_20190306a_3T2,1,1,1,202.02748584747314,Sem-sent,8,A man is putting a photograph into a photo album.,0,4,"[[0.35, -0.5108082122671048, 1.4103456917651376], [0.7, -0.9659910910529951, -1.1475457341675948], [1.0499999999999998, 1.476799303320099, -0.2627999575975424], [1.4, -0.5108082122671048, 1.4103456917651376]]",0,0,1.6501109600067139,1
FED_20190306a_3T2,1,1,1,204.0276608467102,Sem-sent,52,A woman is pouring fancy wine into a wine glass.,0,4,"[[0.35, -0.9744558320338857, -1.140366533801807], [0.7, 1.4748143039149135, -0.27372023850634314], [1.0499999999999998, -0.500358471881027, 1.4140867723081505], [1.4, 1.4748143039149135, -0.27372023850634314]]",0,1,1.7668240070343018,0
FED_20190306a_3T2,1,1,1,206.02783679962158,Sem-sent,21,A man is feeding his fish.,0,3,"[[0.4666666666666666, 1.7767398451368899, -0.918256784730143], [0.9333333333333332, -1.683603625342168, -1.079573449439504], [1.4, -0.0931362197947229, 1.9978302341696477]]",0,1,1.6001970767974854,0
FED_20190306a_3T2,1,1,1,210.02821493148804,Perc-photo,57,A woman is putting a wallet into her purse.,0,3,"[[0.4666666666666666, 0.616314343827353, 1.9026709199419272], [0.9333333333333332, 1.33960417979794, -1.4850793384421888], [1.4, -1.9559185236252936, -0.41759158149973763]]",1,,,
FED_20190306a_3T2,1,1,1,212.02839183807373,Perc-photo,72,A woman is putting a candle into a piece of cake.,0,4,"[[0.35, 1.4978207052804926, 0.08082780977514709], [0.7, -0.6789114160427139, -1.3375646859748045], [1.0499999999999998, -0.8189092892377797, 1.256736876199658], [1.4, -0.6789114160427139, -1.3375646859748045]]",0,1,0.05001497268676758,0
FED_20190306a_3T2,1,1,1,214.02863883972168,Perc-photo,95,A woman straightening her hair.,0,3,"[[0.4666666666666666, 1.8249101070731064, 0.8183538972244365], [0.9333333333333332, -1.6211703178189145, 1.171241563736072], [1.4, 1.8249101070731064, 0.8183538972244365]]",1,1,1.850158929824829,1
FED_20190306a_3T2,1,1,1,216.04549098014832,Perc-photo,108,A man is cleaning a toilet.,0,4,"[[0.35, 1.4967321445477475, -0.09895901918218789], [0.7, -0.8340670968192392, -1.2467285502480185], [1.0499999999999998, 1.4967321445477475, -0.09895901918218789], [1.4, -0.6626650477285088, 1.345687569430205]]",0,0,1.7168269157409668,1
FED_20190306a_3T2,1,1,1,218.02901196479797,Perc-photo,65,A woman is hanging up a phone.,0,4,"[[0.35, -0.7612116107665992, 1.2925002451195589], [0.7, -0.738732241287852, -1.3054787151393263], [1.0499999999999998, 1.4999438520544515, 0.012978470019768068], [1.4, -0.7612116107665992, 1.2925002451195589]]",0,0,1.716667890548706,1
FED_20190306a_3T2,1,1,1,220.0292088985443,Perc-photo,58,A woman is eating some toast.,1,3,"[[0.4666666666666666, 1.4270013086990099, 1.4013091254149859], [0.9333333333333332, 0.5000686468148264, -1.9364739472744756], [1.4, 1.4270013086990099, 1.4013091254149859]]",1,,,
FED_20190306a_3T2,1,1,1,222.029394865036,Perc-photo,76,A woman is squeezing toothpaste onto a toothbrush.,1,3,"[[0.4666666666666666, 1.2852460647033803, 1.532365019557832], [0.9333333333333332, -1.9696900671594104, 0.34687323236819095], [1.4, 1.2852460647033803, 1.532365019557832]]",1,1,0.016644954681396484,1
FED_20190306a_3T2,1,1,1,226.02974486351013,Sem-photo,21,A man is cutting a piece of paper.,1,4,"[[0.35, -0.14562155968176813, 1.4929147200546484], [0.7, -1.220091293410175, -0.8725693300504469], [1.0499999999999998, -0.14562155968176813, 1.4929147200546484], [1.4, 1.3657128530919431, -0.6203453900042012]]",1,1,1.5834441184997559,1
FED_20190306a_3T2,1,1,1,228.02996182441711,Sem-photo,25,A woman is putting on a glove.,0,3,"[[0.4666666666666666, 1.446633947589223, -1.3810323029105516], [0.9333333333333332, 0.4726920839728517, 1.9433379000445092], [1.4, -1.9193260315620748, -0.562305597133958]]",0,0,1.5668110847473145,1
FED_20190306a_3T2,1,1,1,230.03014087677002,Sem-photo,17,A man is sweetening his tea.,1,4,"[[0.35, -0.05678420813468396, -1.4989247992165975], [0.7, 1.3264990585514043, 0.7002858328298798], [1.0499999999999998, -1.2697148504167202, 0.7986389663867186], [1.4, -0.05678420813468396, -1.4989247992165975]]",1,1,1.2167680263519287,1
FED_20190306a_3T2,1,1,1,232.0303018093109,Sem-photo,4,A man is polishing a shoe.,0,4,"[[0.35, -0.9430716124011491, -1.1664544285496525], [0.7, 1.481714973681434, -0.2334967596525215], [1.0499999999999998, -0.9430716124011491, -1.1664544285496525], [1.4, -0.538643361280285, 1.3999511882021731]]",0,0,1.3834760189056396,1
FED_20190306a_3T2,1,1,1,234.03038597106934,Sem-photo,13,A woman is cutting a tomato.,1,3,"[[0.4666666666666666, -1.9998529304399404, 0.024254001953966375], [0.9333333333333332, 0.9789218833843987, -1.744050442570725], [1.4, 1.0209310470555413, 1.7197964406167596]]",1,1,1.283573865890503,1
FED_20190306a_3T2,1,1,1,236.03057479858398,Sem-photo,1,A man is putting a bow on a wrapped gift.,0,3,"[[0.4666666666666666, -1.0481306231087648, -1.703356156797994], [0.9333333333333332, -0.9510843919253092, 1.7593858244956007], [1.4, -1.0481306231087648, -1.703356156797994]]",0,0,1.3001530170440674,1
