subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20160520a_3T1,1,1,1,18.0271577835083,Sem-photo,22,A man is licking a popsicle.,1,4,"[[0.35, -0.007254325668215426, -1.499982458150461], [0.7, 1.302650076823436, 0.7437087987592296], [1.0499999999999998, -1.2953957511552203, 0.7562736593912303], [1.4, -0.007254325668215426, -1.499982458150461]]",1,1,1.6834681034088135,1
FED_20160520a_3T1,1,1,1,20.02742600440979,Sem-photo,1,A man is putting a bow on a wrapped gift.,0,4,"[[0.35, 1.478727090580696, -0.2517264220989731], [0.7, -0.5213620689488743, 1.4064784367566214], [1.0499999999999998, 1.478727090580696, -0.2517264220989731], [1.4, -0.5213620689488743, 1.4064784367566214]]",0,,,
FED_20160520a_3T1,1,1,1,22.027682781219482,Sem-photo,6,A man is watering a house plant.,0,3,"[[0.4666666666666666, -1.8410429292610766, -0.781383985386055], [0.9333333333333332, 1.5972198460851907, -1.2036979535047816], [1.4, -1.8410429292610766, -0.781383985386055]]",0,0,1.7502140998840332,1
FED_20160520a_3T1,1,1,1,24.027931928634644,Sem-photo,33,A man is putting a penny in a change purse.,0,4,"[[0.35, 0.8061247852802256, -1.2649754268589213], [0.7, -1.4985632474630028, -0.06563682924348987], [1.0499999999999998, 0.8061247852802256, -1.2649754268589213], [1.4, -1.4985632474630028, -0.06563682924348987]]",0,0,1.5334959030151367,1
FED_20160520a_3T1,1,1,1,26.028217792510986,Sem-photo,26,A woman is putting on a sock.,0,4,"[[0.35, -0.22449886911142755, -1.4831049382183616], [0.7, 1.3966559875309656, 0.547130745337806], [1.0499999999999998, -1.172157118419538, 0.9359741928805544], [1.4, 1.3966559875309656, 0.547130745337806]]",0,0,0.9332630634307861,1
FED_20160520a_3T1,1,1,1,28.028475999832153,Sem-photo,34,A woman is putting a crouton in a salad.,0,3,"[[0.4666666666666666, 1.7366728867852061, 0.9919512509721126], [0.9333333333333332, -1.7273914260502057, 1.0080272125335885], [1.4, 1.7366728867852061, 0.9919512509721126]]",0,0,1.9002408981323242,1
FED_20160520a_3T1,1,1,1,30.028730869293213,Sem-photo,53,A man is eating some oatmeal.,1,3,"[[0.4666666666666666, 1.971270360259938, 0.33777680021081163], [0.9333333333333332, -0.6931118903383855, -1.8760586098178142], [1.4, -1.2781584699215534, 1.5382818096070023]]",1,,,
FED_20160520a_3T1,1,1,1,34.02924180030823,Sem-sent,24,A woman is polishing a silver bowl.,0,4,"[[0.35, 0.30844875817313144, 1.4679439238545364], [0.7, 1.1170523503024732, -1.0010964222709622], [1.0499999999999998, -1.4255011084756037, -0.466847501583574], [1.4, 0.30844875817313144, 1.4679439238545364]]",0,0,1.7168800830841064,1
FED_20160520a_3T1,1,1,1,36.029499769210815,Sem-sent,47,A woman is chopping up onions.,1,3,"[[0.4666666666666666, 0.7871676078734753, -1.8385774819448732], [0.9333333333333332, -1.9858386101270231, 0.23758159551777822], [1.4, 1.1986710022535474, 1.600995886427094]]",1,1,1.666884183883667,1
FED_20160520a_3T1,1,1,1,38.02975296974182,Sem-sent,22,A man is washing his jeans at the laundromat.,0,4,"[[0.35, 1.3309866226237697, -0.6917185919118923], [0.7, -1.2645391841775846, -0.8068089313334905], [1.0499999999999998, -0.06644743844618556, 1.4985275232453825], [1.4, -1.2645391841775846, -0.8068089313334905]]",0,0,1.5835208892822266,1
FED_20160520a_3T1,1,1,1,40.03001093864441,Sem-sent,33,A man is putting pasta sauce on spaghetti.,1,4,"[[0.35, -0.8876264738435686, -1.2091812283243701], [0.7, -0.6033684245863913, 1.3732976895823192], [1.0499999999999998, -0.8876264738435686, -1.2091812283243701], [1.4, -0.6033684245863913, 1.3732976895823192]]",1,0,1.566849946975708,0
FED_20160520a_3T1,1,1,1,42.03017783164978,Sem-sent,45,A woman is putting butter on the veggies.,1,3,"[[0.4666666666666666, 1.9726634041827837, -0.3295437661343202], [0.9333333333333332, -0.700938428960273, 1.8731485042053404], [1.4, 1.9726634041827837, -0.3295437661343202]]",1,0,1.8668980598449707,0
FED_20160520a_3T1,1,1,1,44.03045392036438,Sem-sent,6,A man is knitting a scarf.,0,3,"[[0.4666666666666666, 0.05222449041896234, -1.9993180343808434], [0.9333333333333332, 1.7053479628086987, 1.0448867525929406], [1.4, -1.7575724532276615, 0.9544312817879029]]",0,,,
