ROI1,ROI2,NumVoxelsROI1,NumVoxelsROI2,NumVoxelsShared,Overlap
1,1,334,178,0,0
1,2,334,116,0,0
1,3,334,181,0,0
1,4,334,125,0,0
1,5,334,118,0,0
1,6,334,98,0,0
1,7,334,46,0,0
1,8,334,107,0,0
1,9,334,65,0,0
1,10,334,58,0,0
1,11,334,55,0,0
2,1,73,178,0,0
2,2,73,116,0,0
2,3,73,181,0,0
2,4,73,125,0,0
2,5,73,118,0,0
2,6,73,98,0,0
2,7,73,46,0,0
2,8,73,107,0,0
2,9,73,65,0,0
2,10,73,58,0,0
2,11,73,55,0,0
3,1,66,178,0,0
3,2,66,116,0,0
3,3,66,181,13,0.196969696969697
3,4,66,125,0,0
3,5,66,118,0,0
3,6,66,98,0,0
3,7,66,46,0,0
3,8,66,107,0,0
3,9,66,65,0,0
3,10,66,58,0,0
3,11,66,55,0,0
4,1,17,178,0,0
4,2,17,116,0,0
4,3,17,181,0,0
4,4,17,125,0,0
4,5,17,118,0,0
4,6,17,98,0,0
4,7,17,46,0,0
4,8,17,107,0,0
4,9,17,65,0,0
4,10,17,58,0,0
4,11,17,55,0,0
5,1,31,178,0,0
5,2,31,116,0,0
5,3,31,181,0,0
5,4,31,125,0,0
5,5,31,118,0,0
5,6,31,98,0,0
5,7,31,46,0,0
5,8,31,107,0,0
5,9,31,65,0,0
5,10,31,58,0,0
5,11,31,55,0,0
6,1,26,178,0,0
6,2,26,116,0,0
6,3,26,181,0,0
6,4,26,125,0,0
6,5,26,118,0,0
6,6,26,98,0,0
6,7,26,46,0,0
6,8,26,107,0,0
6,9,26,65,0,0
6,10,26,58,0,0
6,11,26,55,0,0
7,1,334,178,0,0
7,2,334,116,0,0
7,3,334,181,0,0
7,4,334,125,0,0
7,5,334,118,0,0
7,6,334,98,0,0
7,7,334,46,0,0
7,8,334,107,0,0
7,9,334,65,0,0
7,10,334,58,0,0
7,11,334,55,0,0
8,1,73,178,0,0
8,2,73,116,0,0
8,3,73,181,0,0
8,4,73,125,0,0
8,5,73,118,0,0
8,6,73,98,0,0
8,7,73,46,0,0
8,8,73,107,0,0
8,9,73,65,0,0
8,10,73,58,0,0
8,11,73,55,0,0
9,1,66,178,0,0
9,2,66,116,0,0
9,3,66,181,0,0
9,4,66,125,0,0
9,5,66,118,0,0
9,6,66,98,0,0
9,7,66,46,0,0
9,8,66,107,0,0
9,9,66,65,0,0
9,10,66,58,0,0
9,11,66,55,0,0
10,1,17,178,0,0
10,2,17,116,0,0
10,3,17,181,0,0
10,4,17,125,0,0
10,5,17,118,0,0
10,6,17,98,0,0
10,7,17,46,0,0
10,8,17,107,0,0
10,9,17,65,0,0
10,10,17,58,0,0
10,11,17,55,0,0
11,1,31,178,0,0
11,2,31,116,0,0
11,3,31,181,0,0
11,4,31,125,0,0
11,5,31,118,0,0
11,6,31,98,0,0
11,7,31,46,0,0
11,8,31,107,0,0
11,9,31,65,0,0
11,10,31,58,0,0
11,11,31,55,0,0
12,1,26,178,0,0
12,2,26,116,0,0
12,3,26,181,0,0
12,4,26,125,0,0
12,5,26,118,0,0
12,6,26,98,0,0
12,7,26,46,0,0
12,8,26,107,0,0
12,9,26,65,0,0
12,10,26,58,0,0
12,11,26,55,0,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
