subject,index,weight,i,j,k,x(mm),y(mm),z(mm)
1,308798,0.8000,35,15,32,22,-98,-10
1,308799,0.2000,36,15,32,20,-98,-10
1,308887,0.8000,33,16,32,26,-96,-10
1,308888,0.4000,34,16,32,24,-96,-10
1,308914,1.0000,60,16,32,-28,-96,-10
1,308915,1.0000,61,16,32,-30,-96,-10
1,308975,0.6000,30,17,32,32,-94,-10
1,308976,0.8000,31,17,32,30,-94,-10
1,308977,0.8000,32,17,32,28,-94,-10
1,308978,0.2000,33,17,32,26,-94,-10
1,309005,0.8000,60,17,32,-28,-94,-10
1,309006,1.0000,61,17,32,-30,-94,-10
1,309007,1.0000,62,17,32,-32,-94,-10
1,309008,1.0000,63,17,32,-34,-94,-10
1,309191,0.2000,64,19,32,-36,-90,-10
1,309192,0.8000,65,19,32,-38,-90,-10
1,309283,1.0000,65,20,32,-38,-88,-10
1,309284,1.0000,66,20,32,-40,-88,-10
1,309375,0.4000,66,21,32,-40,-86,-10
1,309425,0.2000,25,22,32,42,-84,-10
1,310476,0.2000,75,33,32,-58,-62,-10
1,310558,0.6000,66,34,32,-40,-60,-10
1,310559,0.8000,67,34,32,-42,-60,-10
1,310560,0.8000,68,34,32,-44,-60,-10
1,310648,0.4000,65,35,32,-38,-58,-10
1,310649,0.2000,66,35,32,-40,-58,-10
1,311199,0.6000,70,41,32,-48,-46,-10
1,311204,0.4000,75,41,32,-58,-46,-10
1,311205,0.2000,76,41,32,-60,-46,-10
1,311294,0.4000,74,42,32,-56,-44,-10
1,311295,1.0000,75,42,32,-58,-44,-10
1,311296,0.6000,76,42,32,-60,-44,-10
1,311384,0.4000,73,43,32,-54,-42,-10
1,311385,1.0000,74,43,32,-56,-42,-10
1,311386,1.0000,75,43,32,-58,-42,-10
1,311387,0.8000,76,43,32,-60,-42,-10
1,311388,0.4000,77,43,32,-62,-42,-10
1,311476,0.4000,74,44,32,-56,-40,-10
1,311477,0.8000,75,44,32,-58,-40,-10
1,311478,0.6000,76,44,32,-60,-40,-10
1,318648,0.8000,57,14,33,-22,-100,-8
1,318649,1.0000,58,14,33,-24,-100,-8
1,318717,0.8000,35,15,33,22,-98,-8
1,318718,0.4000,36,15,33,20,-98,-8
1,318806,0.8000,33,16,33,26,-96,-8
1,318807,0.8000,34,16,33,24,-96,-8
1,318894,0.8000,30,17,33,32,-94,-8
1,318895,0.8000,31,17,33,30,-94,-8
1,318896,0.6000,32,17,33,28,-94,-8
1,318897,0.6000,33,17,33,26,-94,-8
1,318925,0.2000,61,17,33,-30,-94,-8
1,318926,1.0000,62,17,33,-32,-94,-8
1,318927,1.0000,63,17,33,-34,-94,-8
1,319019,0.8000,64,18,33,-36,-92,-8
1,319110,0.2000,64,19,33,-36,-90,-8
1,319111,1.0000,65,19,33,-38,-90,-8
1,319202,0.6000,65,20,33,-38,-88,-8
1,319203,1.0000,66,20,33,-40,-88,-8
1,319344,0.2000,25,22,33,42,-84,-8
1,320211,0.2000,73,31,33,-54,-66,-8
1,320303,0.2000,74,32,33,-56,-64,-8
1,320395,0.8000,75,33,33,-58,-62,-8
1,320478,0.4000,67,34,33,-42,-60,-8
1,320479,0.6000,68,34,33,-44,-60,-8
1,320486,0.2000,75,34,33,-58,-60,-8
1,320567,0.2000,65,35,33,-38,-58,-8
1,320569,0.2000,67,35,33,-42,-58,-8
1,321304,0.2000,74,43,33,-56,-42,-8
1,321305,0.4000,75,43,33,-58,-42,-8
1,328567,1.0000,57,14,34,-22,-100,-6
1,328568,1.0000,58,14,34,-24,-100,-6
1,328636,1.0000,35,15,34,22,-98,-6
1,328725,1.0000,33,16,34,26,-96,-6
1,328726,1.0000,34,16,34,24,-96,-6
1,328814,0.8000,31,17,34,30,-94,-6
1,328815,0.4000,32,17,34,28,-94,-6
1,328845,0.8000,62,17,34,-32,-94,-6
1,328846,1.0000,63,17,34,-34,-94,-6
1,328938,0.8000,64,18,34,-36,-92,-6
1,329030,1.0000,65,19,34,-38,-90,-6
1,329122,1.0000,66,20,34,-40,-88,-6
1,329172,0.2000,25,21,34,42,-86,-6
1,329263,0.2000,25,22,34,42,-84,-6
1,330222,0.2000,74,32,34,-56,-64,-6
1,330313,0.2000,74,33,34,-56,-62,-6
1,330314,1.0000,75,33,34,-58,-62,-6
1,330405,0.4000,75,34,34,-58,-60,-6
1,331223,0.2000,74,43,34,-56,-42,-6
1,331501,0.2000,79,46,34,-66,-36,-6
1,334039,0.2000,69,74,34,-46,20,-6
1,334040,0.8000,70,74,34,-48,20,-6
1,334041,0.2000,71,74,34,-50,20,-6
1,334129,0.4000,68,75,34,-44,22,-6
1,334130,0.8000,69,75,34,-46,22,-6
1,334131,1.0000,70,75,34,-48,22,-6
1,334132,0.4000,71,75,34,-50,22,-6
1,334222,0.2000,70,76,34,-48,24,-6
1,334493,0.2000,68,79,34,-44,30,-6
1,338485,0.6000,56,14,35,-20,-100,-4
1,338486,1.0000,57,14,35,-22,-100,-4
1,338554,1.0000,34,15,35,24,-98,-4
1,338644,1.0000,33,16,35,26,-96,-4
1,338645,0.6000,34,16,35,24,-96,-4
1,338733,1.0000,31,17,35,30,-94,-4
1,338734,0.4000,32,17,35,28,-94,-4
1,338764,0.4000,62,17,35,-32,-94,-4
1,338820,0.2000,27,18,35,38,-92,-4
1,338821,0.2000,28,18,35,36,-92,-4
1,338857,1.0000,64,18,35,-36,-92,-4
1,338911,0.2000,27,19,35,38,-90,-4
1,338949,1.0000,65,19,35,-38,-90,-4
1,339041,0.8000,66,20,35,-40,-88,-4
1,340140,0.2000,73,32,35,-54,-64,-4
1,340141,0.4000,74,32,35,-56,-64,-4
1,340232,0.2000,74,33,35,-56,-62,-4
1,340233,1.0000,75,33,35,-58,-62,-4
1,341141,0.2000,73,43,35,-54,-42,-4
1,341142,0.2000,74,43,35,-56,-42,-4
1,341143,0.4000,75,43,35,-58,-42,-4
1,341148,0.2000,80,43,35,-68,-42,-4
1,341233,0.2000,74,44,35,-56,-40,-4
1,341234,0.2000,75,44,35,-58,-40,-4
1,341238,0.4000,79,44,35,-66,-40,-4
1,341239,0.4000,80,44,35,-68,-40,-4
1,341328,0.2000,78,45,35,-64,-38,-4
1,341329,0.6000,79,45,35,-66,-38,-4
1,341419,0.8000,78,46,35,-64,-36,-4
1,341420,1.0000,79,46,35,-66,-36,-4
1,343869,0.4000,71,73,35,-50,18,-4
1,343870,0.2000,72,73,35,-52,18,-4
1,343959,1.0000,70,74,35,-48,20,-4
1,343960,1.0000,71,74,35,-50,20,-4
1,344049,1.0000,69,75,35,-46,22,-4
1,344050,1.0000,70,75,35,-48,22,-4
1,344051,0.8000,71,75,35,-50,22,-4
1,344139,0.4000,68,76,35,-44,24,-4
1,344140,0.2000,69,76,35,-46,24,-4
1,344141,0.2000,70,76,35,-48,24,-4
1,348404,0.8000,56,14,36,-20,-100,-2
1,348473,0.8000,34,15,36,24,-98,-2
1,348562,1.0000,32,16,36,28,-96,-2
1,348563,0.8000,33,16,36,26,-96,-2
1,348564,0.2000,34,16,36,24,-96,-2
1,348652,1.0000,31,17,36,30,-94,-2
1,348653,0.4000,32,17,36,28,-94,-2
1,348740,0.8000,28,18,36,36,-92,-2
1,348741,0.4000,29,18,36,34,-92,-2
1,348742,0.6000,30,18,36,32,-92,-2
1,348743,0.6000,31,18,36,30,-92,-2
1,348775,0.2000,63,18,36,-34,-92,-2
1,348830,0.8000,27,19,36,38,-90,-2
1,350520,0.4000,79,37,36,-66,-54,-2
1,350611,0.6000,79,38,36,-66,-52,-2
1,350702,0.2000,79,39,36,-66,-50,-2
1,350976,0.2000,80,42,36,-68,-44,-2
1,351060,0.4000,73,43,36,-54,-42,-2
1,351061,0.4000,74,43,36,-56,-42,-2
1,351062,0.6000,75,43,36,-58,-42,-2
1,351063,0.2000,76,43,36,-60,-42,-2
1,351066,1.0000,79,43,36,-66,-42,-2
1,351067,0.8000,80,43,36,-68,-42,-2
1,351152,0.2000,74,44,36,-56,-40,-2
1,351153,0.2000,75,44,36,-58,-40,-2
1,351154,0.4000,76,44,36,-60,-40,-2
1,351155,0.4000,77,44,36,-62,-40,-2
1,351156,0.6000,78,44,36,-64,-40,-2
1,351157,1.0000,79,44,36,-66,-40,-2
1,351158,1.0000,80,44,36,-68,-40,-2
1,351245,0.4000,76,45,36,-60,-38,-2
1,351246,0.4000,77,45,36,-62,-38,-2
1,351247,1.0000,78,45,36,-64,-38,-2
1,351248,1.0000,79,45,36,-66,-38,-2
1,351338,1.0000,78,46,36,-64,-36,-2
1,353788,1.0000,71,73,36,-50,18,-2
1,353789,0.2000,72,73,36,-52,18,-2
1,353878,1.0000,70,74,36,-48,20,-2
1,353879,1.0000,71,74,36,-50,20,-2
1,353880,0.4000,72,74,36,-52,20,-2
1,353968,1.0000,69,75,36,-46,22,-2
1,353969,1.0000,70,75,36,-48,22,-2
1,353970,1.0000,71,75,36,-50,22,-2
1,354058,0.4000,68,76,36,-44,24,-2
1,354059,0.2000,69,76,36,-46,24,-2
1,358391,1.0000,33,15,37,26,-98,0
1,358392,1.0000,34,15,37,24,-98,0
1,358481,1.0000,32,16,37,28,-96,0
1,358482,0.8000,33,16,37,26,-96,0
1,358483,0.2000,34,16,37,24,-96,0
1,358571,0.8000,31,17,37,30,-94,0
1,358572,0.6000,32,17,37,28,-94,0
1,358659,1.0000,28,18,37,36,-92,0
1,358660,1.0000,29,18,37,34,-92,0
1,358661,0.8000,30,18,37,32,-92,0
1,358662,0.4000,31,18,37,30,-92,0
1,358750,0.4000,28,19,37,36,-90,0
1,360163,0.2000,76,34,37,-60,-60,0
1,360255,0.4000,77,35,37,-62,-58,0
1,360347,0.2000,78,36,37,-64,-56,0
1,360439,0.4000,79,37,37,-66,-54,0
1,360530,0.8000,79,38,37,-66,-52,0
1,360984,0.4000,78,43,37,-64,-42,0
1,360985,0.6000,79,43,37,-66,-42,0
1,360986,1.0000,80,43,37,-68,-42,0
1,361071,0.2000,74,44,37,-56,-40,0
1,361073,0.4000,76,44,37,-60,-40,0
1,361074,0.4000,77,44,37,-62,-40,0
1,361075,0.8000,78,44,37,-64,-40,0
1,361076,1.0000,79,44,37,-66,-40,0
1,361162,0.6000,74,45,37,-56,-38,0
1,361163,0.6000,75,45,37,-58,-38,0
1,361164,0.6000,76,45,37,-60,-38,0
1,361165,0.8000,77,45,37,-62,-38,0
1,361166,1.0000,78,45,37,-64,-38,0
1,361167,1.0000,79,45,37,-66,-38,0
1,361255,0.6000,76,46,37,-60,-36,0
1,361256,0.8000,77,46,37,-62,-36,0
1,361257,1.0000,78,46,37,-64,-36,0
1,363707,1.0000,71,73,37,-50,18,0
1,363708,0.6000,72,73,37,-52,18,0
1,363709,0.4000,73,73,37,-54,18,0
1,363797,1.0000,70,74,37,-48,20,0
1,363798,1.0000,71,74,37,-50,20,0
1,363799,0.4000,72,74,37,-52,20,0
1,363886,1.0000,68,75,37,-44,22,0
1,363887,1.0000,69,75,37,-46,22,0
1,363888,1.0000,70,75,37,-48,22,0
1,363889,0.6000,71,75,37,-50,22,0
1,363977,0.4000,68,76,37,-44,24,0
1,363978,0.2000,69,76,37,-46,24,0
1,364794,0.2000,66,85,37,-40,42,0
1,364795,0.2000,67,85,37,-42,42,0
1,368310,1.0000,33,15,38,26,-98,2
1,368311,1.0000,34,15,38,24,-98,2
1,368400,1.0000,32,16,38,28,-96,2
1,368401,1.0000,33,16,38,26,-96,2
1,368402,0.2000,34,16,38,24,-96,2
1,368489,1.0000,30,17,38,32,-94,2
1,368490,1.0000,31,17,38,30,-94,2
1,368491,0.8000,32,17,38,28,-94,2
1,368579,1.0000,29,18,38,34,-92,2
1,368580,0.6000,30,18,38,32,-92,2
1,368581,0.4000,31,18,38,30,-92,2
1,370081,0.2000,75,34,38,-58,-60,2
1,370082,0.4000,76,34,38,-60,-60,2
1,370174,0.4000,77,35,38,-62,-58,2
1,370266,0.6000,78,36,38,-64,-56,2
1,370357,0.6000,78,37,38,-64,-54,2
1,370358,0.6000,79,37,38,-66,-54,2
1,370448,0.2000,78,38,38,-64,-52,2
1,370449,0.6000,79,38,38,-66,-52,2
1,370814,0.2000,80,42,38,-68,-44,2
1,370903,0.2000,78,43,38,-64,-42,2
1,370904,0.6000,79,43,38,-66,-42,2
1,370992,0.6000,76,44,38,-60,-40,2
1,370993,0.6000,77,44,38,-62,-40,2
1,370994,0.6000,78,44,38,-64,-40,2
1,370995,1.0000,79,44,38,-66,-40,2
1,371082,0.6000,75,45,38,-58,-38,2
1,371083,1.0000,76,45,38,-60,-38,2
1,371084,0.8000,77,45,38,-62,-38,2
1,371085,1.0000,78,45,38,-64,-38,2
1,371174,0.8000,76,46,38,-60,-36,2
1,371175,0.8000,77,46,38,-62,-36,2
1,373627,0.6000,72,73,38,-52,18,2
1,373716,0.8000,70,74,38,-48,20,2
1,373717,0.4000,71,74,38,-50,20,2
1,373719,0.2000,73,74,38,-54,20,2
1,373720,0.4000,74,74,38,-56,20,2
1,373805,0.8000,68,75,38,-44,22,2
1,373806,0.8000,69,75,38,-46,22,2
1,373807,0.4000,70,75,38,-48,22,2
1,373810,0.2000,73,75,38,-54,22,2
1,373811,0.4000,74,75,38,-56,22,2
1,373896,0.2000,68,76,38,-44,24,2
1,373902,0.6000,74,76,38,-56,24,2
1,374719,0.4000,72,85,38,-52,42,2
1,374809,0.4000,71,86,38,-50,44,2
1,374899,0.6000,70,87,38,-48,46,2
1,378229,1.0000,33,15,39,26,-98,4
1,378230,1.0000,34,15,39,24,-98,4
1,378319,1.0000,32,16,39,28,-96,4
1,378320,1.0000,33,16,39,26,-96,4
1,378321,0.4000,34,16,39,24,-96,4
1,378409,1.0000,31,17,39,30,-94,4
1,378410,0.8000,32,17,39,28,-94,4
1,378411,0.2000,33,17,39,26,-94,4
1,378499,0.4000,30,18,39,32,-92,4
1,380001,0.2000,76,34,39,-60,-60,4
1,380002,0.4000,77,34,39,-62,-60,4
1,380093,0.8000,77,35,39,-62,-58,4
1,380184,0.2000,77,36,39,-62,-56,4
1,380185,0.6000,78,36,39,-64,-56,4
1,380276,0.8000,78,37,39,-64,-54,4
1,380277,0.8000,79,37,39,-66,-54,4
1,380367,0.6000,78,38,39,-64,-52,4
1,380368,1.0000,79,38,39,-66,-52,4
1,380459,0.6000,79,39,39,-66,-50,4
1,380823,0.2000,79,43,39,-66,-42,4
1,380911,0.2000,76,44,39,-60,-40,4
1,380912,0.6000,77,44,39,-62,-40,4
1,380913,0.4000,78,44,39,-64,-40,4
1,380914,0.8000,79,44,39,-66,-40,4
1,381001,0.4000,75,45,39,-58,-38,4
1,381002,0.8000,76,45,39,-60,-38,4
1,381003,0.8000,77,45,39,-62,-38,4
1,381004,1.0000,78,45,39,-64,-38,4
1,383635,0.4000,70,74,39,-48,20,4
1,383637,0.2000,72,74,39,-52,20,4
1,383638,0.6000,73,74,39,-54,20,4
1,383724,0.6000,68,75,39,-44,22,4
1,383725,0.4000,69,75,39,-46,22,4
1,383726,0.2000,70,75,39,-48,22,4
1,383728,0.6000,72,75,39,-52,22,4
1,383729,0.8000,73,75,39,-54,22,4
1,383730,0.8000,74,75,39,-56,22,4
1,383815,0.2000,68,76,39,-44,24,4
1,383821,0.2000,74,76,39,-56,24,4
1,383905,0.2000,67,77,39,-42,26,4
1,384816,0.4000,68,87,39,-44,46,4
1,384817,0.4000,69,87,39,-46,46,4
1,384818,0.6000,70,87,39,-48,46,4
1,384908,0.2000,69,88,39,-46,48,4
1,390012,0.2000,77,35,40,-62,-58,6
1,390013,0.8000,78,35,40,-64,-58,6
1,390103,0.2000,77,36,40,-62,-56,6
1,390104,0.8000,78,36,40,-64,-56,6
1,390194,0.2000,77,37,40,-62,-54,6
1,390195,1.0000,78,37,40,-64,-54,6
1,390196,1.0000,79,37,40,-66,-54,6
1,390286,0.6000,78,38,40,-64,-52,6
1,390287,1.0000,79,38,40,-66,-52,6
1,390377,0.6000,78,39,40,-64,-50,6
1,390378,0.6000,79,39,40,-66,-50,6
1,390830,0.2000,76,44,40,-60,-40,6
1,390831,0.2000,77,44,40,-62,-40,6
1,390832,0.4000,78,44,40,-64,-40,6
1,393646,0.2000,71,75,40,-50,22,6
1,393647,0.4000,72,75,40,-52,22,6
1,393648,0.2000,73,75,40,-54,22,6
1,393649,0.2000,74,75,40,-56,22,6
1,393738,0.2000,72,76,40,-52,24,6
1,393915,0.2000,67,78,40,-42,28,6
1,394008,0.2000,69,79,40,-46,30,6
1,394009,0.2000,70,79,40,-48,30,6
1,394735,0.2000,68,87,40,-44,46,6
1,394736,0.4000,69,87,40,-46,46,6
1,399932,0.4000,78,35,41,-64,-58,8
1,400023,0.8000,78,36,41,-64,-56,8
1,400113,0.2000,77,37,41,-62,-54,8
1,400114,1.0000,78,37,41,-64,-54,8
1,400115,1.0000,79,37,41,-66,-54,8
1,400205,1.0000,78,38,41,-64,-52,8
1,400206,1.0000,79,38,41,-66,-52,8
1,400296,0.4000,78,39,41,-64,-50,8
1,400297,0.2000,79,39,41,-66,-50,8
1,403202,0.2000,72,71,41,-52,14,8
1,403565,0.2000,71,75,41,-50,22,8
1,403566,0.4000,72,75,41,-52,22,8
1,403657,0.2000,72,76,41,-52,24,8
1,403837,0.4000,70,78,41,-48,28,8
1,403838,0.4000,71,78,41,-50,28,8
1,403928,0.2000,70,79,41,-48,30,8
1,403929,0.6000,71,79,41,-50,30,8
1,403930,0.4000,72,79,41,-52,30,8
1,404195,0.2000,64,82,41,-36,36,8
1,404286,0.2000,64,83,41,-36,38,8
1,404562,0.4000,67,86,41,-42,44,8
1,404654,0.2000,68,87,41,-44,46,8
1,404655,0.2000,69,87,41,-46,46,8
1,409664,0.8000,73,33,42,-54,-62,10
1,409665,0.2000,74,33,42,-56,-62,10
1,409942,0.8000,78,36,42,-64,-56,10
1,410033,1.0000,78,37,42,-64,-54,10
1,410124,1.0000,78,38,42,-64,-52,10
1,410215,0.4000,78,39,42,-64,-50,10
1,412845,0.2000,69,68,42,-46,8,10
1,412936,0.6000,69,69,42,-46,10,10
1,412937,0.2000,70,69,42,-48,10,10
1,413027,0.2000,69,70,42,-46,12,10
1,413028,0.2000,70,70,42,-48,12,10
1,413029,0.2000,71,70,42,-50,12,10
1,413119,0.2000,70,71,42,-48,14,10
1,413575,0.2000,71,76,42,-50,24,10
1,413576,0.2000,72,76,42,-52,24,10
1,413666,0.4000,71,77,42,-50,26,10
1,413756,0.2000,70,78,42,-48,28,10
1,413757,0.6000,71,78,42,-50,28,10
1,413758,0.2000,72,78,42,-52,28,10
1,413848,0.2000,71,79,42,-50,30,10
1,413849,0.6000,72,79,42,-52,30,10
1,413850,0.2000,73,79,42,-54,30,10
1,413940,0.6000,72,80,42,-52,32,10
1,413941,0.4000,73,80,42,-54,32,10
1,414114,0.8000,64,82,42,-36,36,10
1,414115,0.2000,65,82,42,-38,36,10
1,414205,0.8000,64,83,42,-36,38,10
1,414206,0.8000,65,83,42,-38,38,10
1,414207,0.8000,66,83,42,-40,38,10
1,414215,0.6000,74,83,42,-56,38,10
1,414296,0.6000,64,84,42,-36,40,10
1,414297,0.4000,65,84,42,-38,40,10
1,414298,0.6000,66,84,42,-40,40,10
1,414305,0.2000,73,84,42,-54,40,10
1,414390,0.2000,67,85,42,-42,42,10
1,414391,0.2000,68,85,42,-44,42,10
1,414482,0.4000,68,86,42,-44,44,10
1,414573,0.2000,68,87,42,-44,46,10
1,419490,0.6000,71,32,43,-50,-64,12
1,419580,0.2000,70,33,43,-48,-62,12
1,419581,1.0000,71,33,43,-50,-62,12
1,419584,0.6000,74,33,43,-56,-62,12
1,419861,0.4000,78,36,43,-64,-56,12
1,419952,1.0000,78,37,43,-64,-54,12
1,420042,0.2000,77,38,43,-62,-52,12
1,420043,1.0000,78,38,43,-64,-52,12
1,422764,0.2000,69,68,43,-46,8,12
1,422768,0.2000,73,68,43,-54,8,12
1,422855,0.2000,69,69,43,-46,10,12
1,422856,0.2000,70,69,43,-48,10,12
1,422857,0.2000,71,69,43,-50,10,12
1,422946,0.2000,69,70,43,-46,12,12
1,422947,0.6000,70,70,43,-48,12,12
1,422948,0.2000,71,70,43,-50,12,12
1,423676,0.2000,71,78,43,-50,28,12
1,423771,0.2000,75,79,43,-58,30,12
1,423862,1.0000,75,80,43,-58,32,12
1,423952,0.2000,74,81,43,-56,34,12
1,424033,1.0000,64,82,43,-36,36,12
1,424034,1.0000,65,82,43,-38,36,12
1,424035,0.6000,66,82,43,-40,36,12
1,424043,1.0000,74,82,43,-56,36,12
1,424124,1.0000,64,83,43,-36,38,12
1,424125,1.0000,65,83,43,-38,38,12
1,424126,1.0000,66,83,43,-40,38,12
1,424127,1.0000,67,83,43,-42,38,12
1,424128,0.4000,68,83,43,-44,38,12
1,424129,0.6000,69,83,43,-46,38,12
1,424130,1.0000,70,83,43,-48,38,12
1,424131,0.8000,71,83,43,-50,38,12
1,424132,0.4000,72,83,43,-52,38,12
1,424133,0.8000,73,83,43,-54,38,12
1,424217,0.6000,66,84,43,-40,40,12
1,424218,0.8000,67,84,43,-42,40,12
1,424219,0.6000,68,84,43,-44,40,12
1,424220,0.8000,69,84,43,-46,40,12
1,424221,0.8000,70,84,43,-48,40,12
1,424222,0.8000,71,84,43,-50,40,12
1,424223,0.6000,72,84,43,-52,40,12
1,424224,1.0000,73,84,43,-54,40,12
1,424310,1.0000,68,85,43,-44,42,12
1,424311,0.8000,69,85,43,-46,42,12
1,424314,0.4000,72,85,43,-52,42,12
1,424401,1.0000,68,86,43,-44,44,12
1,424402,0.8000,69,86,43,-46,44,12
1,424403,0.2000,70,86,43,-48,44,12
1,429044,0.2000,70,28,44,-48,-72,14
1,429319,0.2000,72,31,44,-52,-66,14
1,429320,0.2000,73,31,44,-54,-66,14
1,429409,0.6000,71,32,44,-50,-64,14
1,429410,0.6000,72,32,44,-52,-64,14
1,429500,1.0000,71,33,44,-50,-62,14
1,429501,1.0000,72,33,44,-52,-62,14
1,429591,1.0000,71,34,44,-50,-60,14
1,429592,1.0000,72,34,44,-52,-60,14
1,432687,0.2000,73,68,44,-54,8,14
1,432774,0.2000,69,69,44,-46,10,14
1,432775,0.2000,70,69,44,-48,10,14
1,432866,0.4000,70,70,44,-48,12,14
1,432867,0.2000,71,70,44,-50,12,14
1,433780,0.4000,74,80,44,-56,32,14
1,433860,0.4000,63,81,44,-34,34,14
1,433861,0.4000,64,81,44,-36,34,14
1,433862,0.2000,65,81,44,-38,34,14
1,433871,1.0000,74,81,44,-56,34,14
1,433952,1.0000,64,82,44,-36,36,14
1,433953,1.0000,65,82,44,-38,36,14
1,433954,0.8000,66,82,44,-40,36,14
1,433955,0.4000,67,82,44,-42,36,14
1,433958,0.2000,70,82,44,-48,36,14
1,433959,0.4000,71,82,44,-50,36,14
1,433960,0.6000,72,82,44,-52,36,14
1,433961,1.0000,73,82,44,-54,36,14
1,434044,0.8000,65,83,44,-38,38,14
1,434045,0.8000,66,83,44,-40,38,14
1,434046,0.8000,67,83,44,-42,38,14
1,434047,0.4000,68,83,44,-44,38,14
1,434048,0.8000,69,83,44,-46,38,14
1,434049,1.0000,70,83,44,-48,38,14
1,434050,1.0000,71,83,44,-50,38,14
1,434051,1.0000,72,83,44,-52,38,14
1,434052,1.0000,73,83,44,-54,38,14
1,434137,0.6000,67,84,44,-42,40,14
1,434138,0.4000,68,84,44,-44,40,14
1,434139,0.6000,69,84,44,-46,40,14
1,434140,0.8000,70,84,44,-48,40,14
1,434141,1.0000,71,84,44,-50,40,14
1,434142,1.0000,72,84,44,-52,40,14
1,434229,1.0000,68,85,44,-44,42,14
1,434230,0.6000,69,85,44,-46,42,14
1,434231,0.4000,70,85,44,-48,42,14
1,434232,0.2000,71,85,44,-50,42,14
1,434321,1.0000,69,86,44,-46,44,14
1,438871,0.8000,69,27,45,-46,-74,16
1,438872,0.4000,70,27,45,-48,-74,16
1,438873,0.4000,71,27,45,-50,-74,16
1,438961,0.6000,68,28,45,-44,-72,16
1,438962,1.0000,69,28,45,-46,-72,16
1,438963,0.4000,70,28,45,-48,-72,16
1,439419,0.2000,71,33,45,-50,-62,16
1,439420,0.8000,72,33,45,-52,-62,16
1,439510,0.6000,71,34,45,-50,-60,16
1,439698,0.2000,77,36,45,-62,-56,16
1,439789,0.2000,77,37,45,-62,-54,16
1,439879,0.2000,76,38,45,-60,-52,16
1,442604,0.4000,71,68,45,-50,8,16
1,442605,0.4000,72,68,45,-52,8,16
1,442606,0.2000,73,68,45,-54,8,16
1,442607,0.2000,74,68,45,-56,8,16
1,442608,0.4000,75,68,45,-58,8,16
1,442699,0.2000,75,69,45,-58,10,16
1,442971,0.2000,74,72,45,-56,16,16
1,443062,0.2000,74,73,45,-56,18,16
1,443152,0.2000,73,74,45,-54,20,16
1,443243,0.4000,73,75,45,-54,22,16
1,443688,0.2000,63,80,45,-34,32,16
1,443699,0.6000,74,80,45,-56,32,16
1,443780,0.6000,64,81,45,-36,34,16
1,443781,0.2000,65,81,45,-38,34,16
1,443789,0.4000,73,81,45,-54,34,16
1,443871,0.8000,64,82,45,-36,36,16
1,443872,0.8000,65,82,45,-38,36,16
1,443873,0.4000,66,82,45,-40,36,16
1,443874,0.2000,67,82,45,-42,36,16
1,443878,0.2000,71,82,45,-50,36,16
1,443879,0.8000,72,82,45,-52,36,16
1,443880,1.0000,73,82,45,-54,36,16
1,443964,0.8000,66,83,45,-40,38,16
1,443965,0.4000,67,83,45,-42,38,16
1,443969,0.4000,71,83,45,-50,38,16
1,443970,0.6000,72,83,45,-52,38,16
1,448701,0.2000,71,26,46,-50,-76,18
1,448789,0.2000,68,27,46,-44,-74,18
1,448790,0.4000,69,27,46,-46,-74,18
1,448791,0.4000,70,27,46,-48,-74,18
1,448792,0.2000,71,27,46,-50,-74,18
1,448793,0.6000,72,27,46,-52,-74,18
1,448880,0.4000,68,28,46,-44,-72,18
1,448881,0.6000,69,28,46,-46,-72,18
1,448882,0.2000,70,28,46,-48,-72,18
1,448883,0.2000,71,28,46,-50,-72,18
1,448884,0.2000,72,28,46,-52,-72,18
1,448976,0.2000,73,29,46,-54,-70,18
1,449343,0.8000,76,33,46,-60,-62,18
1,449429,0.2000,71,34,46,-50,-60,18
1,449434,0.8000,76,34,46,-60,-60,18
1,449525,0.6000,76,35,46,-60,-58,18
1,449526,0.2000,77,35,46,-62,-58,18
1,449616,0.4000,76,36,46,-60,-56,18
1,449617,0.2000,77,36,46,-62,-56,18
1,449707,0.2000,76,37,46,-60,-54,18
1,449708,0.6000,77,37,46,-62,-54,18
1,449798,0.4000,76,38,46,-60,-52,18
1,449888,0.4000,75,39,46,-58,-50,18
1,452432,0.2000,71,67,46,-50,6,18
1,452433,0.4000,72,67,46,-52,6,18
1,452434,0.2000,73,67,46,-54,6,18
1,452436,0.8000,75,67,46,-58,6,18
1,452523,0.2000,71,68,46,-50,8,18
1,452524,0.2000,72,68,46,-52,8,18
1,452526,0.4000,74,68,46,-56,8,18
1,452527,0.6000,75,68,46,-58,8,18
1,452618,0.2000,75,69,46,-58,10,18
1,452800,0.2000,75,71,46,-58,14,18
1,452890,0.2000,74,72,46,-56,16,18
1,452980,0.2000,73,73,46,-54,18,18
1,452981,0.4000,74,73,46,-56,18,18
1,453071,0.6000,73,74,46,-54,20,18
1,453072,0.2000,74,74,46,-56,20,18
1,453607,0.4000,63,80,46,-34,32,18
1,453699,0.6000,64,81,46,-36,34,18
1,453700,0.2000,65,81,46,-38,34,18
1,453791,0.8000,65,82,46,-38,36,18
1,453792,0.2000,66,82,46,-40,36,18
1,453799,1.0000,73,82,46,-54,36,18
1,453883,0.4000,66,83,46,-40,38,18
1,458707,0.2000,67,27,47,-42,-74,20
1,458708,0.2000,68,27,47,-44,-74,20
1,458709,0.2000,69,27,47,-46,-74,20
