ROI1,ROI2,NumVoxelsROI1,NumVoxelsROI2,NumVoxelsShared,Overlap
1,1,334,85,0,0
1,2,334,134,0,0
1,3,334,48,0,0
1,4,334,161,0,0
1,5,334,159,0,0
1,6,334,48,0,0
1,7,334,107,0,0
1,8,334,66,0,0
1,9,334,92,0,0
1,10,334,66,0,0
1,11,334,45,0,0
1,12,334,45,0,0
1,13,334,32,0,0
1,14,334,39,0,0
1,15,334,34,2,0.00546448087431694
2,1,73,85,0,0
2,2,73,134,0,0
2,3,73,48,0,0
2,4,73,161,0,0
2,5,73,159,0,0
2,6,73,48,0,0
2,7,73,107,0,0
2,8,73,66,0,0
2,9,73,92,0,0
2,10,73,66,0,0
2,11,73,45,0,0
2,12,73,45,0,0
2,13,73,32,0,0
2,14,73,39,0,0
2,15,73,34,0,0
3,1,66,85,0,0
3,2,66,134,0,0
3,3,66,48,0,0
3,4,66,161,2,0.00888888888888889
3,5,66,159,0,0
3,6,66,48,0,0
3,7,66,107,0,0
3,8,66,66,0,0
3,9,66,92,0,0
3,10,66,66,0,0
3,11,66,45,0,0
3,12,66,45,0,0
3,13,66,32,0,0
3,14,66,39,0,0
3,15,66,34,0,0
4,1,17,85,0,0
4,2,17,134,0,0
4,3,17,48,0,0
4,4,17,161,0,0
4,5,17,159,0,0
4,6,17,48,0,0
4,7,17,107,0,0
4,8,17,66,0,0
4,9,17,92,0,0
4,10,17,66,0,0
4,11,17,45,0,0
4,12,17,45,0,0
4,13,17,32,0,0
4,14,17,39,0,0
4,15,17,34,0,0
5,1,31,85,0,0
5,2,31,134,0,0
5,3,31,48,0,0
5,4,31,161,0,0
5,5,31,159,0,0
5,6,31,48,0,0
5,7,31,107,0,0
5,8,31,66,0,0
5,9,31,92,0,0
5,10,31,66,0,0
5,11,31,45,0,0
5,12,31,45,0,0
5,13,31,32,0,0
5,14,31,39,0,0
5,15,31,34,0,0
6,1,26,85,0,0
6,2,26,134,0,0
6,3,26,48,0,0
6,4,26,161,0,0
6,5,26,159,0,0
6,6,26,48,0,0
6,7,26,107,0,0
6,8,26,66,0,0
6,9,26,92,0,0
6,10,26,66,0,0
6,11,26,45,0,0
6,12,26,45,0,0
6,13,26,32,0,0
6,14,26,39,0,0
6,15,26,34,0,0
7,1,334,85,0,0
7,2,334,134,0,0
7,3,334,48,0,0
7,4,334,161,0,0
7,5,334,159,0,0
7,6,334,48,0,0
7,7,334,107,0,0
7,8,334,66,0,0
7,9,334,92,0,0
7,10,334,66,0,0
7,11,334,45,0,0
7,12,334,45,0,0
7,13,334,32,0,0
7,14,334,39,0,0
7,15,334,34,0,0
8,1,73,85,0,0
8,2,73,134,0,0
8,3,73,48,0,0
8,4,73,161,0,0
8,5,73,159,0,0
8,6,73,48,0,0
8,7,73,107,0,0
8,8,73,66,0,0
8,9,73,92,0,0
8,10,73,66,0,0
8,11,73,45,0,0
8,12,73,45,0,0
8,13,73,32,0,0
8,14,73,39,0,0
8,15,73,34,0,0
9,1,66,85,0,0
9,2,66,134,0,0
9,3,66,48,0,0
9,4,66,161,0,0
9,5,66,159,0,0
9,6,66,48,0,0
9,7,66,107,0,0
9,8,66,66,0,0
9,9,66,92,0,0
9,10,66,66,0,0
9,11,66,45,0,0
9,12,66,45,0,0
9,13,66,32,0,0
9,14,66,39,0,0
9,15,66,34,0,0
10,1,17,85,0,0
10,2,17,134,0,0
10,3,17,48,0,0
10,4,17,161,0,0
10,5,17,159,0,0
10,6,17,48,0,0
10,7,17,107,0,0
10,8,17,66,0,0
10,9,17,92,0,0
10,10,17,66,0,0
10,11,17,45,0,0
10,12,17,45,0,0
10,13,17,32,0,0
10,14,17,39,0,0
10,15,17,34,0,0
11,1,31,85,0,0
11,2,31,134,0,0
11,3,31,48,0,0
11,4,31,161,0,0
11,5,31,159,0,0
11,6,31,48,0,0
11,7,31,107,0,0
11,8,31,66,0,0
11,9,31,92,0,0
11,10,31,66,0,0
11,11,31,45,0,0
11,12,31,45,0,0
11,13,31,32,0,0
11,14,31,39,0,0
11,15,31,34,0,0
12,1,26,85,0,0
12,2,26,134,0,0
12,3,26,48,0,0
12,4,26,161,0,0
12,5,26,159,0,0
12,6,26,48,0,0
12,7,26,107,0,0
12,8,26,66,0,0
12,9,26,92,0,0
12,10,26,66,0,0
12,11,26,45,0,0
12,12,26,45,0,0
12,13,26,32,0,0
12,14,26,39,0,0
12,15,26,34,0,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
