ROI1,ROI2,NumVoxelsROI1,NumVoxelsROI2,NumVoxelsShared,Overlap
1,1,395,85,0,0
1,2,395,134,0,0
1,3,395,48,0,0
1,4,395,161,0,0
1,5,395,159,0,0
1,6,395,48,0,0
1,7,395,107,0,0
1,8,395,66,0,0
1,9,395,92,0,0
1,10,395,66,0,0
1,11,395,45,0,0
1,12,395,45,0,0
1,13,395,32,0,0
1,14,395,39,0,0
1,15,395,34,0,0
2,1,86,85,0,0
2,2,86,134,0,0
2,3,86,48,0,0
2,4,86,161,0,0
2,5,86,159,0,0
2,6,86,48,0,0
2,7,86,107,0,0
2,8,86,66,0,0
2,9,86,92,0,0
2,10,86,66,0,0
2,11,86,45,0,0
2,12,86,45,0,0
2,13,86,32,0,0
2,14,86,39,0,0
2,15,86,34,0,0
3,1,201,85,0,0
3,2,201,134,0,0
3,3,201,48,0,0
3,4,201,161,0,0
3,5,201,159,0,0
3,6,201,48,0,0
3,7,201,107,0,0
3,8,201,66,0,0
3,9,201,92,0,0
3,10,201,66,0,0
3,11,201,45,0,0
3,12,201,45,0,0
3,13,201,32,0,0
3,14,201,39,0,0
3,15,201,34,0,0
4,1,179,85,0,0
4,2,179,134,0,0
4,3,179,48,0,0
4,4,179,161,0,0
4,5,179,159,0,0
4,6,179,48,0,0
4,7,179,107,0,0
4,8,179,66,0,0
4,9,179,92,0,0
4,10,179,66,0,0
4,11,179,45,0,0
4,12,179,45,0,0
4,13,179,32,0,0
4,14,179,39,0,0
4,15,179,34,0,0
5,1,118,85,0,0
5,2,118,134,0,0
5,3,118,48,0,0
5,4,118,161,0,0
5,5,118,159,0,0
5,6,118,48,0,0
5,7,118,107,0,0
5,8,118,66,0,0
5,9,118,92,0,0
5,10,118,66,0,0
5,11,118,45,0,0
5,12,118,45,0,0
5,13,118,32,0,0
5,14,118,39,0,0
5,15,118,34,0,0
6,1,63,85,0,0
6,2,63,134,0,0
6,3,63,48,0,0
6,4,63,161,0,0
6,5,63,159,0,0
6,6,63,48,0,0
6,7,63,107,0,0
6,8,63,66,0,0
6,9,63,92,0,0
6,10,63,66,0,0
6,11,63,45,0,0
6,12,63,45,0,0
6,13,63,32,0,0
6,14,63,39,0,0
6,15,63,34,0,0
7,1,159,85,2,0.00826446280991736
7,2,159,134,0,0
7,3,159,48,0,0
7,4,159,161,0,0
7,5,159,159,8,0.0258064516129032
7,6,159,48,0,0
7,7,159,107,0,0
7,8,159,66,0,0
7,9,159,92,0,0
7,10,159,66,0,0
7,11,159,45,0,0
7,12,159,45,0,0
7,13,159,32,0,0
7,14,159,39,0,0
7,15,159,34,0,0
8,1,162,85,0,0
8,2,162,134,0,0
8,3,162,48,0,0
8,4,162,161,0,0
8,5,162,159,0,0
8,6,162,48,0,0
8,7,162,107,0,0
8,8,162,66,0,0
8,9,162,92,0,0
8,10,162,66,0,0
8,11,162,45,0,0
8,12,162,45,0,0
8,13,162,32,0,0
8,14,162,39,0,0
8,15,162,34,0,0
9,1,64,85,0,0
9,2,64,134,0,0
9,3,64,48,0,0
9,4,64,161,0,0
9,5,64,159,0,0
9,6,64,48,0,0
9,7,64,107,0,0
9,8,64,66,0,0
9,9,64,92,0,0
9,10,64,66,0,0
9,11,64,45,0,0
9,12,64,45,0,0
9,13,64,32,0,0
9,14,64,39,0,0
9,15,64,34,0,0
10,1,111,85,0,0
10,2,111,134,0,0
10,3,111,48,0,0
10,4,111,161,0,0
10,5,111,159,0,0
10,6,111,48,0,0
10,7,111,107,0,0
10,8,111,66,0,0
10,9,111,92,0,0
10,10,111,66,0,0
10,11,111,45,0,0
10,12,111,45,0,0
10,13,111,32,0,0
10,14,111,39,0,0
10,15,111,34,0,0
11,1,395,85,0,0
11,2,395,134,0,0
11,3,395,48,0,0
11,4,395,161,0,0
11,5,395,159,0,0
11,6,395,48,0,0
11,7,395,107,0,0
11,8,395,66,0,0
11,9,395,92,0,0
11,10,395,66,0,0
11,11,395,45,0,0
11,12,395,45,0,0
11,13,395,32,0,0
11,14,395,39,0,0
11,15,395,34,0,0
12,1,86,85,0,0
12,2,86,134,0,0
12,3,86,48,0,0
12,4,86,161,0,0
12,5,86,159,0,0
12,6,86,48,0,0
12,7,86,107,0,0
12,8,86,66,0,0
12,9,86,92,0,0
12,10,86,66,0,0
12,11,86,45,0,0
12,12,86,45,0,0
12,13,86,32,0,0
12,14,86,39,0,0
12,15,86,34,0,0
13,1,201,85,0,0
13,2,201,134,0,0
13,3,201,48,0,0
13,4,201,161,0,0
13,5,201,159,0,0
13,6,201,48,0,0
13,7,201,107,0,0
13,8,201,66,0,0
13,9,201,92,0,0
13,10,201,66,0,0
13,11,201,45,0,0
13,12,201,45,0,0
13,13,201,32,0,0
13,14,201,39,0,0
13,15,201,34,0,0
14,1,179,85,0,0
14,2,179,134,0,0
14,3,179,48,0,0
14,4,179,161,0,0
14,5,179,159,0,0
14,6,179,48,0,0
14,7,179,107,0,0
14,8,179,66,0,0
14,9,179,92,0,0
14,10,179,66,0,0
14,11,179,45,0,0
14,12,179,45,0,0
14,13,179,32,0,0
14,14,179,39,0,0
14,15,179,34,0,0
15,1,95,85,0,0
15,2,95,134,0,0
15,3,95,48,0,0
15,4,95,161,0,0
15,5,95,159,0,0
15,6,95,48,0,0
15,7,95,107,0,0
15,8,95,66,0,0
15,9,95,92,0,0
15,10,95,66,0,0
15,11,95,45,0,0
15,12,95,45,0,0
15,13,95,32,0,0
15,14,95,39,0,0
15,15,95,34,0,0
16,1,85,85,0,0
16,2,85,134,0,0
16,3,85,48,0,0
16,4,85,161,0,0
16,5,85,159,0,0
16,6,85,48,0,0
16,7,85,107,0,0
16,8,85,66,0,0
16,9,85,92,0,0
16,10,85,66,0,0
16,11,85,45,0,0
16,12,85,45,0,0
16,13,85,32,0,0
16,14,85,39,0,0
16,15,85,34,0,0
17,1,159,85,0,0
17,2,159,134,0,0
17,3,159,48,0,0
17,4,159,161,0,0
17,5,159,159,0,0
17,6,159,48,0,0
17,7,159,107,0,0
17,8,159,66,0,0
17,9,159,92,0,0
17,10,159,66,0,0
17,11,159,45,0,0
17,12,159,45,0,0
17,13,159,32,0,0
17,14,159,39,0,0
17,15,159,34,0,0
18,1,162,85,0,0
18,2,162,134,0,0
18,3,162,48,0,0
18,4,162,161,0,0
18,5,162,159,0,0
18,6,162,48,0,0
18,7,162,107,0,0
18,8,162,66,0,0
18,9,162,92,0,0
18,10,162,66,0,0
18,11,162,45,0,0
18,12,162,45,0,0
18,13,162,32,0,0
18,14,162,39,0,0
18,15,162,34,0,0
19,1,64,85,0,0
19,2,64,134,0,0
19,3,64,48,0,0
19,4,64,161,0,0
19,5,64,159,0,0
19,6,64,48,0,0
19,7,64,107,0,0
19,8,64,66,0,0
19,9,64,92,0,0
19,10,64,66,0,0
19,11,64,45,0,0
19,12,64,45,0,0
19,13,64,32,0,0
19,14,64,39,0,0
19,15,64,34,0,0
20,1,111,85,0,0
20,2,111,134,0,0
20,3,111,48,0,0
20,4,111,161,0,0
20,5,111,159,0,0
20,6,111,48,0,0
20,7,111,107,0,0
20,8,111,66,0,0
20,9,111,92,0,0
20,10,111,66,0,0
20,11,111,45,0,0
20,12,111,45,0,0
20,13,111,32,0,0
20,14,111,39,0,0
20,15,111,34,0,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
