ROI1,ROI2,NumVoxelsROI1,NumVoxelsROI2,NumVoxelsShared,Overlap
1,1,395,334,0,0
1,2,395,73,0,0
1,3,395,66,0,0
1,4,395,17,0,0
1,5,395,31,0,0
1,6,395,26,0,0
1,7,395,334,0,0
1,8,395,73,0,0
1,9,395,66,0,0
1,10,395,17,0,0
1,11,395,31,0,0
1,12,395,26,0,0
2,1,86,334,0,0
2,2,86,73,0,0
2,3,86,66,0,0
2,4,86,17,0,0
2,5,86,31,0,0
2,6,86,26,0,0
2,7,86,334,0,0
2,8,86,73,0,0
2,9,86,66,0,0
2,10,86,17,0,0
2,11,86,31,0,0
2,12,86,26,0,0
3,1,201,334,0,0
3,2,201,73,0,0
3,3,201,66,0,0
3,4,201,17,0,0
3,5,201,31,0,0
3,6,201,26,0,0
3,7,201,334,0,0
3,8,201,73,0,0
3,9,201,66,0,0
3,10,201,17,0,0
3,11,201,31,0,0
3,12,201,26,0,0
4,1,179,334,0,0
4,2,179,73,0,0
4,3,179,66,0,0
4,4,179,17,0,0
4,5,179,31,0,0
4,6,179,26,0,0
4,7,179,334,0,0
4,8,179,73,0,0
4,9,179,66,0,0
4,10,179,17,0,0
4,11,179,31,0,0
4,12,179,26,0,0
5,1,118,334,0,0
5,2,118,73,0,0
5,3,118,66,0,0
5,4,118,17,0,0
5,5,118,31,0,0
5,6,118,26,0,0
5,7,118,334,0,0
5,8,118,73,0,0
5,9,118,66,0,0
5,10,118,17,0,0
5,11,118,31,0,0
5,12,118,26,0,0
6,1,63,334,0,0
6,2,63,73,0,0
6,3,63,66,0,0
6,4,63,17,0,0
6,5,63,31,0,0
6,6,63,26,0,0
6,7,63,334,0,0
6,8,63,73,0,0
6,9,63,66,0,0
6,10,63,17,0,0
6,11,63,31,0,0
6,12,63,26,0,0
7,1,159,334,0,0
7,2,159,73,0,0
7,3,159,66,0,0
7,4,159,17,0,0
7,5,159,31,0,0
7,6,159,26,0,0
7,7,159,334,0,0
7,8,159,73,0,0
7,9,159,66,0,0
7,10,159,17,0,0
7,11,159,31,0,0
7,12,159,26,0,0
8,1,162,334,0,0
8,2,162,73,0,0
8,3,162,66,0,0
8,4,162,17,0,0
8,5,162,31,0,0
8,6,162,26,0,0
8,7,162,334,0,0
8,8,162,73,0,0
8,9,162,66,0,0
8,10,162,17,0,0
8,11,162,31,0,0
8,12,162,26,0,0
9,1,64,334,0,0
9,2,64,73,0,0
9,3,64,66,0,0
9,4,64,17,0,0
9,5,64,31,0,0
9,6,64,26,0,0
9,7,64,334,0,0
9,8,64,73,0,0
9,9,64,66,0,0
9,10,64,17,0,0
9,11,64,31,0,0
9,12,64,26,0,0
10,1,111,334,0,0
10,2,111,73,0,0
10,3,111,66,0,0
10,4,111,17,0,0
10,5,111,31,0,0
10,6,111,26,0,0
10,7,111,334,0,0
10,8,111,73,0,0
10,9,111,66,0,0
10,10,111,17,0,0
10,11,111,31,0,0
10,12,111,26,0,0
11,1,395,334,0,0
11,2,395,73,0,0
11,3,395,66,0,0
11,4,395,17,0,0
11,5,395,31,0,0
11,6,395,26,0,0
11,7,395,334,0,0
11,8,395,73,0,0
11,9,395,66,0,0
11,10,395,17,0,0
11,11,395,31,0,0
11,12,395,26,0,0
12,1,86,334,0,0
12,2,86,73,0,0
12,3,86,66,0,0
12,4,86,17,0,0
12,5,86,31,0,0
12,6,86,26,0,0
12,7,86,334,0,0
12,8,86,73,0,0
12,9,86,66,0,0
12,10,86,17,0,0
12,11,86,31,0,0
12,12,86,26,0,0
13,1,201,334,0,0
13,2,201,73,0,0
13,3,201,66,0,0
13,4,201,17,0,0
13,5,201,31,0,0
13,6,201,26,0,0
