ROI1,ROI2,NumVoxelsROI1,NumVoxelsROI2,NumVoxelsShared,Overlap
1,1,37,395,0,0
1,2,37,86,0,0
1,3,37,201,0,0
1,4,37,179,0,0
1,5,37,118,0,0
1,6,37,63,0,0
1,7,37,159,0,0
1,8,37,162,0,0
1,9,37,64,0,0
1,10,37,111,0,0
1,11,37,395,0,0
1,12,37,86,0,0
1,13,37,201,0,0
1,14,37,179,0,0
1,15,37,95,0,0
1,16,37,85,0,0
1,17,37,159,0,0
1,18,37,162,0,0
1,19,37,64,0,0
1,20,37,111,0,0
2,1,74,395,0,0
2,2,74,86,0,0
2,3,74,201,0,0
2,4,74,179,0,0
2,5,74,118,0,0
2,6,74,63,0,0
2,7,74,159,0,0
2,8,74,162,0,0
2,9,74,64,0,0
2,10,74,111,0,0
2,11,74,395,0,0
2,12,74,86,0,0
2,13,74,201,0,0
2,14,74,179,0,0
2,15,74,95,0,0
2,16,74,85,0,0
2,17,74,159,0,0
2,18,74,162,0,0
2,19,74,64,0,0
2,20,74,111,0,0
3,1,46,395,0,0
3,2,46,86,0,0
3,3,46,201,0,0
3,4,46,179,0,0
3,5,46,118,0,0
3,6,46,63,0,0
3,7,46,159,0,0
3,8,46,162,0,0
3,9,46,64,0,0
3,10,46,111,0,0
3,11,46,395,0,0
3,12,46,86,0,0
3,13,46,201,0,0
3,14,46,179,0,0
3,15,46,95,0,0
3,16,46,85,0,0
3,17,46,159,0,0
3,18,46,162,0,0
3,19,46,64,0,0
3,20,46,111,0,0
4,1,162,395,0,0
4,2,162,86,0,0
4,3,162,201,0,0
4,4,162,179,0,0
4,5,162,118,0,0
4,6,162,63,0,0
4,7,162,159,0,0
4,8,162,162,0,0
4,9,162,64,0,0
4,10,162,111,0,0
4,11,162,395,0,0
4,12,162,86,0,0
4,13,162,201,0,0
4,14,162,179,0,0
4,15,162,95,0,0
4,16,162,85,0,0
4,17,162,159,0,0
4,18,162,162,0,0
4,19,162,64,0,0
4,20,162,111,0,0
5,1,294,395,0,0
5,2,294,86,0,0
5,3,294,201,0,0
5,4,294,179,0,0
5,5,294,118,0,0
5,6,294,63,0,0
5,7,294,159,0,0
5,8,294,162,0,0
5,9,294,64,0,0
5,10,294,111,0,0
5,11,294,395,0,0
5,12,294,86,0,0
5,13,294,201,0,0
5,14,294,179,0,0
5,15,294,95,0,0
5,16,294,85,0,0
5,17,294,159,0,0
5,18,294,162,0,0
5,19,294,64,0,0
5,20,294,111,0,0
6,1,64,395,4,0.0625
6,2,64,86,0,0
6,3,64,201,0,0
6,4,64,179,0,0
6,5,64,118,0,0
6,6,64,63,0,0
6,7,64,159,0,0
6,8,64,162,0,0
6,9,64,64,0,0
6,10,64,111,0,0
6,11,64,395,0,0
6,12,64,86,0,0
6,13,64,201,0,0
6,14,64,179,0,0
6,15,64,95,0,0
6,16,64,85,0,0
6,17,64,159,0,0
6,18,64,162,0,0
6,19,64,64,0,0
6,20,64,111,0,0
7,1,37,395,0,0
7,2,37,86,0,0
7,3,37,201,0,0
7,4,37,179,0,0
7,5,37,118,0,0
7,6,37,63,0,0
7,7,37,159,0,0
7,8,37,162,0,0
7,9,37,64,0,0
7,10,37,111,0,0
7,11,37,395,0,0
7,12,37,86,0,0
7,13,37,201,0,0
7,14,37,179,0,0
7,15,37,95,0,0
7,16,37,85,0,0
7,17,37,159,0,0
7,18,37,162,0,0
7,19,37,64,0,0
7,20,37,111,0,0
8,1,74,395,0,0
8,2,74,86,0,0
8,3,74,201,0,0
8,4,74,179,0,0
8,5,74,118,0,0
8,6,74,63,0,0
8,7,74,159,0,0
8,8,74,162,0,0
8,9,74,64,0,0
8,10,74,111,0,0
8,11,74,395,0,0
8,12,74,86,0,0
8,13,74,201,0,0
8,14,74,179,0,0
8,15,74,95,0,0
8,16,74,85,0,0
8,17,74,159,8,0.108108108108108
8,18,74,162,0,0
8,19,74,64,0,0
8,20,74,111,0,0
9,1,46,395,0,0
9,2,46,86,0,0
9,3,46,201,0,0
9,4,46,179,0,0
9,5,46,118,0,0
9,6,46,63,0,0
9,7,46,159,0,0
9,8,46,162,0,0
9,9,46,64,0,0
9,10,46,111,0,0
9,11,46,395,0,0
9,12,46,86,0,0
9,13,46,201,0,0
9,14,46,179,0,0
9,15,46,95,0,0
9,16,46,85,0,0
9,17,46,159,0,0
9,18,46,162,0,0
9,19,46,64,0,0
9,20,46,111,0,0
10,1,162,395,0,0
10,2,162,86,0,0
10,3,162,201,0,0
10,4,162,179,0,0
10,5,162,118,0,0
10,6,162,63,0,0
10,7,162,159,0,0
10,8,162,162,0,0
10,9,162,64,0,0
10,10,162,111,0,0
10,11,162,395,0,0
10,12,162,86,0,0
10,13,162,201,0,0
10,14,162,179,0,0
10,15,162,95,0,0
10,16,162,85,0,0
10,17,162,159,0,0
10,18,162,162,0,0
10,19,162,64,0,0
10,20,162,111,0,0
11,1,294,395,0,0
11,2,294,86,0,0
11,3,294,201,0,0
11,4,294,179,0,0
11,5,294,118,0,0
11,6,294,63,0,0
11,7,294,159,0,0
11,8,294,162,0,0
11,9,294,64,0,0
11,10,294,111,0,0
11,11,294,395,0,0
11,12,294,86,0,0
11,13,294,201,0,0
11,14,294,179,0,0
11,15,294,95,0,0
11,16,294,85,0,0
11,17,294,159,0,0
11,18,294,162,0,0
11,19,294,64,0,0
11,20,294,111,0,0
12,1,64,395,0,0
12,2,64,86,0,0
12,3,64,201,0,0
12,4,64,179,0,0
12,5,64,118,0,0
12,6,64,63,0,0
12,7,64,159,0,0
12,8,64,162,0,0
12,9,64,64,0,0
12,10,64,111,0,0
12,11,64,395,0,0
12,12,64,86,0,0
12,13,64,201,0,0
12,14,64,179,0,0
12,15,64,95,0,0
12,16,64,85,0,0
12,17,64,159,0,0
12,18,64,162,0,0
12,19,64,64,0,0
12,20,64,111,0,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
