ROI1,ROI2,NumVoxelsROI1,NumVoxelsROI2,NumVoxelsShared,Overlap
10,19,111,64,0,0
10,20,111,111,0,0
11,1,395,395,0,0
11,2,395,86,0,0
11,3,395,201,0,0
11,4,395,179,0,0
11,5,395,118,0,0
11,6,395,63,0,0
11,7,395,159,0,0
11,8,395,162,0,0
11,9,395,64,0,0
11,10,395,111,0,0
11,11,395,395,16,0.0405063291139241
11,12,395,86,0,0
11,13,395,201,0,0
11,14,395,179,0,0
11,15,395,95,0,0
11,16,395,85,0,0
11,17,395,159,0,0
11,18,395,162,0,0
11,19,395,64,0,0
11,20,395,111,0,0
12,1,86,395,0,0
12,2,86,86,0,0
12,3,86,201,0,0
12,4,86,179,0,0
12,5,86,118,0,0
12,6,86,63,0,0
12,7,86,159,0,0
12,8,86,162,0,0
12,9,86,64,0,0
12,10,86,111,0,0
12,11,86,395,0,0
12,12,86,86,0,0
12,13,86,201,0,0
12,14,86,179,0,0
12,15,86,95,0,0
12,16,86,85,0,0
12,17,86,159,0,0
12,18,86,162,0,0
12,19,86,64,0,0
12,20,86,111,0,0
13,1,201,395,0,0
13,2,201,86,0,0
13,3,201,201,0,0
13,4,201,179,0,0
13,5,201,118,0,0
13,6,201,63,0,0
13,7,201,159,0,0
13,8,201,162,0,0
13,9,201,64,0,0
13,10,201,111,0,0
13,11,201,395,0,0
13,12,201,86,0,0
13,13,201,201,2,0.00995024875621891
13,14,201,179,0,0
13,15,201,95,0,0
13,16,201,85,0,0
13,17,201,159,0,0
13,18,201,162,0,0
13,19,201,64,0,0
13,20,201,111,0,0
14,1,179,395,0,0
14,2,179,86,0,0
14,3,179,201,0,0
14,4,179,179,0,0
14,5,179,118,0,0
14,6,179,63,0,0
14,7,179,159,0,0
14,8,179,162,0,0
14,9,179,64,0,0
14,10,179,111,0,0
14,11,179,395,0,0
14,12,179,86,0,0
14,13,179,201,0,0
14,14,179,179,48,0.268156424581006
14,15,179,95,0,0
14,16,179,85,0,0
14,17,179,159,0,0
14,18,179,162,0,0
14,19,179,64,0,0
14,20,179,111,0,0
15,1,95,395,0,0
15,2,95,86,0,0
15,3,95,201,0,0
15,4,95,179,0,0
15,5,95,118,0,0
15,6,95,63,0,0
15,7,95,159,0,0
15,8,95,162,0,0
15,9,95,64,0,0
15,10,95,111,0,0
15,11,95,395,0,0
15,12,95,86,0,0
15,13,95,201,0,0
15,14,95,179,0,0
15,15,95,95,3,0.0315789473684211
15,16,95,85,0,0
15,17,95,159,0,0
15,18,95,162,0,0
15,19,95,64,0,0
15,20,95,111,0,0
16,1,85,395,0,0
16,2,85,86,0,0
16,3,85,201,0,0
16,4,85,179,0,0
16,5,85,118,0,0
16,6,85,63,0,0
16,7,85,159,0,0
16,8,85,162,0,0
16,9,85,64,0,0
16,10,85,111,0,0
16,11,85,395,0,0
16,12,85,86,0,0
16,13,85,201,0,0
16,14,85,179,0,0
16,15,85,95,0,0
16,16,85,85,7,0.0823529411764706
16,17,85,159,0,0
16,18,85,162,0,0
16,19,85,64,0,0
16,20,85,111,0,0
17,1,159,395,0,0
17,2,159,86,0,0
17,3,159,201,0,0
17,4,159,179,0,0
17,5,159,118,0,0
17,6,159,63,0,0
17,7,159,159,0,0
17,8,159,162,0,0
17,9,159,64,0,0
17,10,159,111,0,0
17,11,159,395,0,0
17,12,159,86,0,0
17,13,159,201,0,0
17,14,159,179,0,0
17,15,159,95,0,0
17,16,159,85,0,0
17,17,159,159,2,0.0125786163522013
17,18,159,162,0,0
17,19,159,64,0,0
17,20,159,111,0,0
18,1,162,395,0,0
18,2,162,86,0,0
18,3,162,201,0,0
18,4,162,179,0,0
18,5,162,118,0,0
18,6,162,63,0,0
18,7,162,159,0,0
18,8,162,162,0,0
18,9,162,64,0,0
18,10,162,111,0,0
18,11,162,395,0,0
18,12,162,86,0,0
18,13,162,201,0,0
18,14,162,179,0,0
18,15,162,95,0,0
18,16,162,85,0,0
18,17,162,159,0,0
18,18,162,162,0,0
18,19,162,64,0,0
18,20,162,111,0,0
19,1,64,395,0,0
19,2,64,86,0,0
19,3,64,201,0,0
19,4,64,179,0,0
19,5,64,118,0,0
19,6,64,63,0,0
19,7,64,159,0,0
19,8,64,162,0,0
19,9,64,64,0,0
19,10,64,111,0,0
19,11,64,395,0,0
19,12,64,86,0,0
19,13,64,201,0,0
19,14,64,179,0,0
19,15,64,95,0,0
19,16,64,85,0,0
19,17,64,159,0,0
19,18,64,162,0,0
19,19,64,64,7,0.109375
19,20,64,111,0,0
20,1,111,395,0,0
20,2,111,86,0,0
20,3,111,201,0,0
20,4,111,179,0,0
20,5,111,118,0,0
20,6,111,63,0,0
20,7,111,159,0,0
20,8,111,162,0,0
20,9,111,64,0,0
20,10,111,111,0,0
20,11,111,395,0,0
20,12,111,86,0,0
20,13,111,201,0,0
20,14,111,179,0,0
20,15,111,95,0,0
20,16,111,85,0,0
20,17,111,159,0,0
20,18,111,162,0,0
20,19,111,64,0,0
20,20,111,111,12,0.108108108108108
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
