ROI1,ROI2,NumVoxelsROI1,NumVoxelsROI2,NumVoxelsShared,Overlap
1,1,395,395,27,0.0683544303797468
1,2,395,86,0,0
1,3,395,201,0,0
1,4,395,179,0,0
1,5,395,118,0,0
1,6,395,63,0,0
1,7,395,159,0,0
1,8,395,162,0,0
1,9,395,64,0,0
1,10,395,111,0,0
1,11,395,395,0,0
1,12,395,86,0,0
1,13,395,201,0,0
1,14,395,179,0,0
1,15,395,95,0,0
1,16,395,85,0,0
1,17,395,159,0,0
1,18,395,162,0,0
1,19,395,64,0,0
1,20,395,111,0,0
2,1,86,395,0,0
2,2,86,86,5,0.0581395348837209
2,3,86,201,0,0
2,4,86,179,0,0
2,5,86,118,0,0
2,6,86,63,0,0
2,7,86,159,0,0
2,8,86,162,0,0
2,9,86,64,0,0
2,10,86,111,0,0
2,11,86,395,0,0
2,12,86,86,0,0
2,13,86,201,0,0
2,14,86,179,0,0
2,15,86,95,0,0
2,16,86,85,0,0
2,17,86,159,0,0
2,18,86,162,0,0
2,19,86,64,0,0
2,20,86,111,0,0
3,1,201,395,0,0
3,2,201,86,0,0
3,3,201,201,7,0.0348258706467662
3,4,201,179,0,0
3,5,201,118,0,0
3,6,201,63,0,0
3,7,201,159,0,0
3,8,201,162,0,0
3,9,201,64,0,0
3,10,201,111,0,0
3,11,201,395,0,0
3,12,201,86,0,0
3,13,201,201,0,0
3,14,201,179,0,0
3,15,201,95,0,0
3,16,201,85,0,0
3,17,201,159,0,0
3,18,201,162,0,0
3,19,201,64,0,0
3,20,201,111,0,0
4,1,179,395,0,0
4,2,179,86,0,0
4,3,179,201,0,0
4,4,179,179,39,0.217877094972067
4,5,179,118,0,0
4,6,179,63,0,0
4,7,179,159,0,0
4,8,179,162,0,0
4,9,179,64,0,0
4,10,179,111,0,0
4,11,179,395,0,0
4,12,179,86,0,0
4,13,179,201,0,0
4,14,179,179,0,0
4,15,179,95,0,0
4,16,179,85,0,0
4,17,179,159,0,0
4,18,179,162,0,0
4,19,179,64,0,0
4,20,179,111,0,0
5,1,118,395,0,0
5,2,118,86,0,0
5,3,118,201,0,0
5,4,118,179,0,0
5,5,118,118,29,0.245762711864407
5,6,118,63,0,0
5,7,118,159,0,0
5,8,118,162,0,0
5,9,118,64,0,0
5,10,118,111,0,0
5,11,118,395,0,0
5,12,118,86,0,0
5,13,118,201,0,0
5,14,118,179,0,0
5,15,118,95,0,0
5,16,118,85,0,0
5,17,118,159,0,0
5,18,118,162,0,0
5,19,118,64,0,0
5,20,118,111,0,0
6,1,63,395,0,0
6,2,63,86,0,0
6,3,63,201,0,0
6,4,63,179,0,0
6,5,63,118,0,0
6,6,63,63,9,0.142857142857143
6,7,63,159,0,0
6,8,63,162,0,0
6,9,63,64,0,0
6,10,63,111,0,0
6,11,63,395,0,0
6,12,63,86,0,0
6,13,63,201,0,0
6,14,63,179,0,0
6,15,63,95,0,0
6,16,63,85,0,0
6,17,63,159,0,0
6,18,63,162,0,0
6,19,63,64,0,0
6,20,63,111,0,0
7,1,159,395,0,0
7,2,159,86,0,0
7,3,159,201,0,0
7,4,159,179,0,0
7,5,159,118,0,0
7,6,159,63,0,0
7,7,159,159,6,0.0377358490566038
7,8,159,162,0,0
7,9,159,64,0,0
7,10,159,111,0,0
7,11,159,395,0,0
7,12,159,86,0,0
7,13,159,201,0,0
7,14,159,179,0,0
7,15,159,95,0,0
7,16,159,85,0,0
7,17,159,159,0,0
7,18,159,162,0,0
7,19,159,64,0,0
7,20,159,111,0,0
8,1,162,395,0,0
8,2,162,86,0,0
8,3,162,201,0,0
8,4,162,179,0,0
8,5,162,118,0,0
8,6,162,63,0,0
8,7,162,159,0,0
8,8,162,162,29,0.179012345679012
8,9,162,64,0,0
8,10,162,111,0,0
8,11,162,395,0,0
8,12,162,86,0,0
8,13,162,201,0,0
8,14,162,179,0,0
8,15,162,95,0,0
8,16,162,85,0,0
8,17,162,159,0,0
8,18,162,162,0,0
8,19,162,64,0,0
8,20,162,111,0,0
9,1,64,395,0,0
9,2,64,86,0,0
9,3,64,201,0,0
9,4,64,179,0,0
9,5,64,118,0,0
9,6,64,63,0,0
9,7,64,159,0,0
9,8,64,162,0,0
9,9,64,64,9,0.140625
9,10,64,111,0,0
9,11,64,395,0,0
9,12,64,86,0,0
9,13,64,201,0,0
9,14,64,179,0,0
9,15,64,95,0,0
9,16,64,85,0,0
9,17,64,159,0,0
9,18,64,162,0,0
9,19,64,64,0,0
9,20,64,111,0,0
10,1,111,395,0,0
10,2,111,86,0,0
10,3,111,201,0,0
10,4,111,179,0,0
10,5,111,118,0,0
10,6,111,63,0,0
10,7,111,159,0,0
10,8,111,162,0,0
10,9,111,64,0,0
10,10,111,111,7,0.0630630630630631
10,11,111,395,0,0
10,12,111,86,0,0
10,13,111,201,0,0
10,14,111,179,0,0
10,15,111,95,0,0
10,16,111,85,0,0
10,17,111,159,0,0
10,18,111,162,0,0
