roi_label,x,y,z,effect_size_photo,effect_size_sent
2,18,73,41,0.45730921626091,-0.164356216788292
2,19,73,41,0.45604008436203,-0.293164998292923
2,20,73,41,0.541501224040985,-0.191364943981171
2,21,73,41,0.695061445236206,-0.134433209896088
2,22,73,41,0.803636312484741,0.189264178276062
2,18,72,42,0.547826707363129,-0.201081529259682
2,19,72,42,0.620052397251129,-0.309333622455597
2,20,72,42,0.509556591510773,-0.221054315567017
2,18,73,42,0.605850219726562,0.181133553385735
2,19,73,42,0.690015971660614,0.0291706323623657
2,20,73,42,0.620883405208588,0.0670712888240814
2,21,73,42,0.598500370979309,-0.166406720876694
2,22,73,42,0.605103075504303,-0.147384643554688
2,18,71,43,0.312583029270172,-0.50607693195343
2,19,71,43,0.425672471523285,-0.34838205575943
2,17,72,43,0.453547120094299,0.488802969455719
2,18,72,43,0.79692804813385,0.062308095395565
2,19,72,43,0.997070491313934,-0.0457912161946297
2,20,72,43,0.972396790981293,0.077064722776413
2,21,72,43,0.726754367351532,-0.194223910570145
2,22,72,43,0.322136640548706,-0.795681476593018
2,17,73,43,0.507624745368958,0.805278420448303
2,18,73,43,0.774085283279419,0.435639977455139
2,19,73,43,0.940656065940857,0.264250069856644
2,20,73,43,0.765096604824066,0.187990322709084
2,21,73,43,0.553970277309418,-0.0835947841405869
2,22,73,43,0.420131832361221,-0.266746670007706
2,18,74,43,0.378943771123886,0.358048051595688
2,19,74,43,0.454387784004211,0.0891555175185204
2,21,74,43,0.282076776027679,-0.307409882545471
2,22,74,43,0.338674604892731,-0.0815972983837128
2,18,71,44,0.37589892745018,-0.603682279586792
2,19,71,44,0.565086483955383,-0.420217305421829
2,20,71,44,0.687254786491394,-0.0410888493061066
2,21,71,44,0.730498373508453,0.0710683912038803
2,17,72,44,0.598758518695831,0.382892221212387
2,18,72,44,0.957832396030426,-0.0334112867712975
2,19,72,44,1.25406789779663,-0.0534582994878292
2,20,72,44,1.35705709457397,0.238950222730637
2,21,72,44,1.11038708686829,0.149258524179459
2,22,72,44,0.441605925559998,-0.656320512294769
2,17,73,44,0.624118864536285,0.740295767784119
2,18,73,44,0.937465071678162,0.308999210596085
2,19,73,44,1.13000321388245,0.173980504274368
2,20,73,44,0.962936997413635,0.200123384594917
2,21,73,44,0.630877554416656,0.0214141570031643
2,18,74,44,0.471484512090683,0.276000618934631
2,19,74,44,0.568686544895172,0.0218936204910278
2,18,75,44,0.584436297416687,0.550267279148102
2,19,75,44,0.516791880130768,-0.165876850485802
2,17,76,44,0.822064816951752,1.81989455223083
2,18,76,44,1.11763691902161,1.44686484336853
2,19,76,44,0.739170849323273,0.0338477827608585
2,21,70,45,0.466958791017532,-0.118165522813797
2,19,71,45,0.493475615978241,-0.719066262245178
2,20,71,45,0.880804777145386,-0.12614968419075
2,21,71,45,1.06767964363098,0.238248363137245
2,22,71,45,0.403669714927673,-0.490255773067474
2,17,72,45,0.740373551845551,0.184953957796097
2,18,72,45,0.997687160968781,-0.346817761659622
2,19,72,45,1.19272816181183,-0.421283483505249
2,20,72,45,1.41624581813812,-0.00463220477104187
2,21,72,45,1.16030275821686,0.0769355297088623
2,22,72,45,0.325627565383911,-0.760882914066315
2,17,73,45,0.692606568336487,0.575777113437653
2,18,73,45,1.04850232601166,-0.0372426770627499
2,19,73,45,1.19027411937714,-0.113524630665779
2,20,73,45,1.0198096036911,-0.0155237335711718
2,21,73,45,0.570652306079865,-0.147965386509895
2,18,74,45,0.69534707069397,0.0427499935030937
2,19,74,45,0.715649306774139,-0.0435430742800236
2,20,74,45,0.367005407810211,-0.0993244722485542
2,18,75,45,0.579496324062347,0.514069736003876
2,19,75,45,0.526329636573792,0.0896617770195007
2,17,76,45,0.54561847448349,1.38775777816772
2,18,76,45,0.67730188369751,1.13844978809357
2,17,77,45,0.439012825489044,1.50681746006012
2,21,69,46,0.306005865335464,-1.04317080974579
2,21,70,46,0.572940230369568,-0.416256278753281
2,22,70,46,0.246790781617165,-0.410286068916321
2,19,71,46,0.271235585212708,-1.07369863986969
2,20,71,46,0.677397787570953,-0.61159348487854
2,21,71,46,0.804467439651489,-0.337681651115417
2,17,72,46,0.710847198963165,0.1351078748703
2,18,72,46,0.898416757583618,-0.638444900512695
2,19,72,46,1.07650375366211,-0.855136752128601
2,20,72,46,1.0827579498291,-0.576704382896423
2,21,72,46,0.675521671772003,-0.697949707508087
2,17,73,46,0.687816858291626,0.475989401340485
2,18,73,46,1.08262932300568,-0.329460471868515
2,19,73,46,1.16923105716705,-0.586016416549683
2,20,73,46,0.792362093925476,-0.49967035651207
2,17,74,46,0.42833685874939,0.47898343205452
2,18,74,46,0.733111023902893,-0.0683975666761398
2,19,74,46,0.800625205039978,-0.104743324220181
2,20,74,46,0.391824036836624,-0.127175256609917
2,19,75,46,0.330029398202896,0.27548748254776
2,27,78,46,0.357768833637238,-0.291464060544968
2,21,69,47,0.327410817146301,-1.43340718746185
2,21,70,47,0.306357711553574,-0.959778189659119
2,17,72,47,0.508623063564301,0.175524175167084
2,18,72,47,0.79534250497818,-0.874862909317017
