SubjID,List,Order,Run,TrialNumber,TrialOnset,Condition,ItemNum,Item,Motion,CorrectAnswer,Response,Accuracy,RT
FED_20160519a_3T1 ,2,2,2,1,0,FIX,0,+,-,0,0,0,0
FED_20160519a_3T1 ,2,2,2,2,24,Pic_Perc,25,25_implaus_girl_gives_present_to_santa.jpg,left,1,2,0,1.16570644000603
FED_20160519a_3T1 ,2,2,2,3,26,Pic_Perc,28,28_plaus_father_laces_shoes_of_child.jpg,right,2,1,0,1.26477032600087
FED_20160519a_3T1 ,2,2,2,4,28,Pic_Perc,15,15_implaus_snorkler_bites_shark.jpg,right,2,2,1,1.46307852200698
FED_20160519a_3T1 ,2,2,2,5,30,Pic_Perc,13,13_implaus_princess_kidnaping_pirate.jpg,right,2,2,1,1.06059509000625
FED_20160519a_3T1 ,2,2,2,6,32,Pic_Perc,12,12_plaus_photographer_photographes_model.jpg,left,1,1,1,0.94383167399792
FED_20160519a_3T1 ,2,2,2,7,34,Pic_Perc,33,33_implaus_worker_orders_boss.jpg,right,2,2,1,1.24454265800887
FED_20160519a_3T1 ,2,2,2,8,36,Pic_Perc,32,32_plaus_relative_visits_patient.jpg,left,1,1,1,1.10927573499794
FED_20160519a_3T1 ,2,2,2,9,38,Pic_Perc,9,09_implaus_bride_carries_groom.jpg,right,2,2,1,1.00854837600491
FED_20160519a_3T1 ,2,2,2,10,40,Pic_Perc,36,36_plaus_dog_licking_child.jpg,left,1,1,1,1.10932534500898
FED_20160519a_3T1 ,2,2,2,11,42,Pic_Perc,30,30_plaus_cat_chases_mouse.jpg,left,1,1,1,1.02394112700131
FED_20160519a_3T1 ,2,2,2,12,46,Sent_Sem,4,The grandmother is rescuing the fireman.,right,2,2,1,1.11979223800881
FED_20160519a_3T1 ,2,2,2,13,48,Sent_Sem,11,The lion is pouncing on the Safari guide.,right,1,1,1,1.31904815899907
FED_20160519a_3T1 ,2,2,2,14,50,Sent_Sem,33,The boss is yelling at the worker.,right,1,1,1,0.822098200005712
FED_20160519a_3T1 ,2,2,2,15,52,Sent_Sem,6,The girl is frightening the ghost.,right,2,2,1,0.919626888004132
FED_20160519a_3T1 ,2,2,2,16,54,Sent_Sem,7,The mother is feeding the baby.,left,1,1,1,0.970561958994949
FED_20160519a_3T1 ,2,2,2,17,56,Sent_Sem,12,The model is taking a picture of the photographer.,right,2,2,1,0.969161376997363
FED_20160519a_3T1 ,2,2,2,18,58,Sent_Sem,20,The lady is cooking for the chef.,right,2,2,1,1.22091718300362
FED_20160519a_3T1 ,2,2,2,19,60,Sent_Sem,27,The lady is applauding the athlete.,right,1,2,0,0.954070255000261
FED_20160519a_3T1 ,2,2,2,20,62,Sent_Sem,19,The lawyer is giving money to the beggar.,left,1,1,1,1.20161834600731
FED_20160519a_3T1 ,2,2,2,21,64,Sent_Sem,17,The vampire is biting the woman.,left,1,1,1,0.7837681480014
FED_20160519a_3T1 ,2,2,2,22,68,Sent_Perc,40,The lady is opening the door for the chauffeur.,right,2,1,0,1.348549775008
FED_20160519a_3T1 ,2,2,2,23,70,Sent_Perc,9,The groom is carrying the bride.,left,1,2,0,1.01610906299902
FED_20160519a_3T1 ,2,2,2,24,72,Sent_Perc,25,Santa is giving the girl a present.,right,2,1,0,1.01474467699882
FED_20160519a_3T1 ,2,2,2,25,74,Sent_Perc,35,The bouncer is preventing the woman from entering.,right,2,1,0,1.06311373099743
FED_20160519a_3T1 ,2,2,2,26,76,Sent_Perc,22,The sportsstar is interviewing the journalist.,right,2,2,1,0.963152359006926
FED_20160519a_3T1 ,2,2,2,27,78,Sent_Perc,8,The businessman is painting the artist.,right,2,2,1,1.32899290700152
FED_20160519a_3T1 ,2,2,2,28,80,Sent_Perc,26,The queen is bowing to the peasant.,right,2,2,1,0.912874429006479
FED_20160519a_3T1 ,2,2,2,29,82,Sent_Perc,29,The thief is stealing the purse from the grandma.,right,2,1,0,0.994826563008246
FED_20160519a_3T1 ,2,2,2,30,84,Sent_Perc,37,The man is proposing to the woman.,left,1,1,1,0.927743227002793
FED_20160519a_3T1 ,2,2,2,31,86,Sent_Perc,34,The blind person is leading the dog.,left,1,1,1,1.04182227699494
FED_20160519a_3T1 ,2,2,2,32,90,Pic_Sem,16,16_plaus_professor_lectures_to_a_student.jpg,right,1,2,0,0.959505008999258
FED_20160519a_3T1 ,2,2,2,33,92,Pic_Sem,7,07_implaus_baby_feeding_mother.jpg,right,2,2,1,1.04204026100342
FED_20160519a_3T1 ,2,2,2,34,94,Pic_Sem,11,11_implaus_guide_chases_lion.jpg,right,2,2,1,0.757299086006242
FED_20160519a_3T1 ,2,2,2,35,96,Pic_Sem,27,27_implaus_athlete_applauds_the_lady.jpg,right,2,1,0,1.27355156499834
FED_20160519a_3T1 ,2,2,2,36,98,Pic_Sem,10,10_plaus_jester_entertains_king.jpg,right,1,1,1,1.22330841200892
FED_20160519a_3T1 ,2,2,2,37,100,Pic_Sem,6,06_plaus_ghost_frightens_girl.jpg,left,1,2,0,0.787235370997223
FED_20160519a_3T1 ,2,2,2,38,102,Pic_Sem,31,31_implaus_patient_pushes_visitor.jpg,left,2,2,1,1.07069290500658
FED_20160519a_3T1 ,2,2,2,39,104,Pic_Sem,34,34_plaus_dog_leading_blind_person.jpg,right,1,2,0,1.13739849400008
FED_20160519a_3T1 ,2,2,2,40,106,Pic_Sem,19,19_implaus_beggar_gives_to_man.jpg,right,2,2,1,1.2544480439974
FED_20160519a_3T1 ,2,2,2,41,108,Pic_Sem,17,17_implaus_woman_bites_vampir.jpg,left,2,2,1,1.17051918400102
FED_20160519a_3T1 ,2,2,2,42,110,FIX,0,+,-,0,0,0,0
FED_20160519a_3T1 ,2,2,2,43,134,Pic_Sem,16,16_plaus_professor_lectures_to_a_student.jpg,right,1,1,1,1.49404324000352
