SubjID,List,Order,Run,TrialNumber,TrialOnset,Condition,ItemNum,Item,Motion,CorrectAnswer,Response,Accuracy,RT
FED_20190611a_3T2,2,1,1,1,0,FIX,0,+,-,0,0,0,0
FED_20190611a_3T2,2,1,1,2,24,Pic_Sem,25,25_implaus_girl_gives_present_to_santa.jpg,left,2,1,0,1.848392719
FED_20190611a_3T2,2,1,1,3,26,Pic_Sem,13,13_implaus_princess_kidnaping_pirate.jpg,left,2,1,0,0.0107376330006446
FED_20190611a_3T2,2,1,1,4,28,Pic_Sem,9,09_implaus_bride_carries_groom.jpg,left,2,1,0,1.67886938300035
FED_20190611a_3T2,2,1,1,5,30,Pic_Sem,38,38_plaus_tailor_measuring_princess.jpg,left,1,1,1,1.95935584100062
FED_20190611a_3T2,2,1,1,6,32,Pic_Sem,32,32_plaus_relative_visits_patient.jpg,left,1,1,1,0.00768908400004875
FED_20190611a_3T2,2,1,1,7,34,Pic_Sem,40,40_plaus_chauffeur_opens_door_for_lady.jpg,left,1,1,1,1.44061616400086
FED_20190611a_3T2,2,1,1,8,36,Pic_Sem,27,27_implaus_athlete_applauds_the_lady.jpg,right,2,1,0,1.49030141700041
FED_20190611a_3T2,2,1,1,9,38,Pic_Sem,3,03_implaus_patient_uses_stethoscope_on_doctor.jpg,left,2,2,1,1.28952835900054
FED_20190611a_3T2,2,1,1,10,40,Pic_Sem,6,06_plaus_ghost_frightens_girl.jpg,right,1,2,0,1.60591472600026
FED_20190611a_3T2,2,1,1,11,42,Pic_Sem,12,12_plaus_photographer_photographes_model.jpg,right,1,1,1,1.02238028400006
FED_20190611a_3T2,2,1,1,12,46,Pic_Perc,15,15_implaus_snorkler_bites_shark.jpg,right,2,1,0,1.87108783400072
FED_20190611a_3T2,2,1,1,13,48,Pic_Perc,16,16_plaus_professor_lectures_to_a_student.jpg,left,1,1,1,0.0212235190001593
FED_20190611a_3T2,2,1,1,14,50,Pic_Perc,31,31_implaus_patient_pushes_visitor.jpg,left,1,2,0,0.304704928000319
FED_20190611a_3T2,2,1,1,15,52,Pic_Perc,1,01_implaus_criminal_arrests_cop.jpg,right,2,1,0,0.836851650000426
FED_20190611a_3T2,2,1,1,16,54,Pic_Perc,28,28_plaus_father_laces_shoes_of_child.jpg,right,2,0,0,0
FED_20190611a_3T2,2,1,1,17,56,Pic_Perc,7,07_implaus_baby_feeding_mother.jpg,left,1,1,1,1.10209929600023
FED_20190611a_3T2,2,1,1,18,58,Pic_Perc,20,20_plaus_chef_cooks_for_lady.jpg,left,1,2,0,1.36669694200009
FED_20190611a_3T2,2,1,1,19,60,Pic_Perc,34,34_plaus_dog_leading_blind_person.jpg,left,1,1,1,1.05028942600075
FED_20190611a_3T2,2,1,1,20,62,Pic_Perc,35,35_implaus_girl_rejects_bouncer.jpg,left,1,1,1,1.36404157800007
FED_20190611a_3T2,2,1,1,21,64,Pic_Perc,18,18_plaus_waiter_serving_customer.jpg,left,1,1,1,1.21570362500006
FED_20190611a_3T2,2,1,1,22,68,Sent_Sem,30,The mouse is chasing the cat.,left,2,0,0,0
FED_20190611a_3T2,2,1,1,23,70,Sent_Sem,17,The vampire is biting the woman.,right,1,2,0,0.311174887000561
FED_20190611a_3T2,2,1,1,24,72,Sent_Sem,39,The lifeguard is saving the grandmother.,right,1,1,1,1.31197830100064
FED_20190611a_3T2,2,1,1,25,74,Sent_Sem,10,The king is entertaining the jester.,left,2,2,1,1.47725848100072
FED_20190611a_3T2,2,1,1,26,76,Sent_Sem,37,The man is proposing to the woman.,left,1,1,1,1.34423081700061
FED_20190611a_3T2,2,1,1,27,78,Sent_Sem,18,The customer is serving the waiter.,left,2,2,1,1.39445979000084
FED_20190611a_3T2,2,1,1,28,80,Sent_Sem,7,The mother is feeding the baby.,right,1,1,1,1.65129823300049
FED_20190611a_3T2,2,1,1,29,82,Sent_Sem,40,The lady is opening the door for the chauffeur.,right,2,2,1,1.52792219100047
FED_20190611a_3T2,2,1,1,30,84,Sent_Sem,3,The doctor is using a stethoscope on the patient.,left,1,2,0,1.96684877300049
