SubjID,List,Order,Run,TrialNumber,TrialOnset,Condition,ItemNum,Item,Motion,CorrectAnswer,Response,Accuracy,RT
FED_20160520a_3T1,2,2,2,1,0,FIX,0,+,-,0,0,0,0
FED_20160520a_3T1,2,2,2,2,24,Pic_Perc,25,25_implaus_girl_gives_present_to_santa.jpg,left,1,2,0,1.1166870159941
FED_20160520a_3T1,2,2,2,3,26,Pic_Perc,28,28_plaus_father_laces_shoes_of_child.jpg,right,2,1,0,0.900491805994534
FED_20160520a_3T1,2,2,2,4,28,Pic_Perc,15,15_implaus_snorkler_bites_shark.jpg,right,2,2,1,0.983146343001863
FED_20160520a_3T1,2,2,2,5,30,Pic_Perc,13,13_implaus_princess_kidnaping_pirate.jpg,right,2,2,1,1.29915649199393
FED_20160520a_3T1,2,2,2,6,32,Pic_Perc,12,12_plaus_photographer_photographes_model.jpg,left,1,1,1,0.764172276001773
FED_20160520a_3T1,2,2,2,7,34,Pic_Perc,33,33_implaus_worker_orders_boss.jpg,right,2,2,1,1.13158253199072
FED_20160520a_3T1,2,2,2,8,36,Pic_Perc,32,32_plaus_relative_visits_patient.jpg,left,1,1,1,1.380213188997
FED_20160520a_3T1,2,2,2,9,38,Pic_Perc,9,09_implaus_bride_carries_groom.jpg,right,2,2,1,1.09521500699339
FED_20160520a_3T1,2,2,2,10,40,Pic_Perc,36,36_plaus_dog_licking_child.jpg,left,1,1,1,1.17771088899462
FED_20160520a_3T1,2,2,2,11,42,Pic_Perc,30,30_plaus_cat_chases_mouse.jpg,left,1,1,1,1.11149515199941
FED_20160520a_3T1,2,2,2,12,46,Sent_Sem,4,The grandmother is rescuing the fireman.,right,2,2,1,1.29524671399849
FED_20160520a_3T1,2,2,2,13,48,Sent_Sem,11,The lion is pouncing on the Safari guide.,right,1,1,1,1.55947422399186
FED_20160520a_3T1,2,2,2,14,50,Sent_Sem,33,The boss is yelling at the worker.,right,1,1,1,1.00874731899239
FED_20160520a_3T1,2,2,2,15,52,Sent_Sem,6,The girl is frightening the ghost.,right,2,1,0,1.5236176239996
FED_20160520a_3T1,2,2,2,16,54,Sent_Sem,7,The mother is feeding the baby.,left,1,1,1,1.00715906599362
FED_20160520a_3T1,2,2,2,17,56,Sent_Sem,12,The model is taking a picture of the photographer.,right,2,2,1,1.45653168400167
FED_20160520a_3T1,2,2,2,18,58,Sent_Sem,20,The lady is cooking for the chef.,right,2,2,1,1.22271781400195
FED_20160520a_3T1,2,2,2,19,60,Sent_Sem,27,The lady is applauding the athlete.,right,1,1,1,1.70928087500215
FED_20160520a_3T1,2,2,2,20,62,Sent_Sem,19,The lawyer is giving money to the beggar.,left,1,2,0,1.23915884399321
FED_20160520a_3T1,2,2,2,21,64,Sent_Sem,17,The vampire is biting the woman.,left,1,1,1,1.37060644300072
FED_20160520a_3T1,2,2,2,22,68,Sent_Perc,40,The lady is opening the door for the chauffeur.,right,2,2,1,1.43617764499504
FED_20160520a_3T1,2,2,2,23,70,Sent_Perc,9,The groom is carrying the bride.,left,1,1,1,1.05202937200374
FED_20160520a_3T1,2,2,2,24,72,Sent_Perc,25,Santa is giving the girl a present.,right,2,2,1,1.26861627299513
FED_20160520a_3T1,2,2,2,25,74,Sent_Perc,35,The bouncer is preventing the woman from entering.,right,2,2,1,1.53131630200369
FED_20160520a_3T1,2,2,2,26,76,Sent_Perc,22,The sportsstar is interviewing the journalist.,right,2,1,0,1.37940596599947
