SubjID,List,Order,Run,TrialNumber,TrialOnset,Condition,ItemNum,Item,Motion,CorrectAnswer,Response,Accuracy,RT
FED_20160519b_3T1 ,2,2,1,1,0,FIX,0,+,-,0,0,0,0
FED_20160519b_3T1 ,2,2,1,2,24,Pic_Perc,25,25_implaus_girl_gives_present_to_santa.jpg,right,2,1,0,1.05774656400899
FED_20160519b_3T1 ,2,2,1,3,26,Pic_Perc,24,24_plaus_father_pulls_child.jpg,left,1,1,1,0.905939197997213
FED_20160519b_3T1 ,2,2,1,4,28,Pic_Perc,31,31_implaus_patient_pushes_visitor.jpg,right,2,2,1,1.23876743800065
FED_20160519b_3T1 ,2,2,1,5,30,Pic_Perc,35,35_implaus_girl_rejects_bouncer.jpg,left,1,1,1,1.5410793540068
FED_20160519b_3T1 ,2,2,1,6,32,Pic_Perc,23,23_implaus_criminal_sentences_judge.jpg,left,1,1,1,1.35522773000412
FED_20160519b_3T1 ,2,2,1,7,34,Pic_Perc,28,28_plaus_father_laces_shoes_of_child.jpg,left,1,1,1,1.17132069100626
FED_20160519b_3T1 ,2,2,1,8,36,Pic_Perc,10,10_plaus_jester_entertains_king.jpg,right,2,2,1,1.54327951300365
FED_20160519b_3T1 ,2,2,1,9,38,Pic_Perc,5,05_implaus_patient_treating_dentist.jpg,right,2,2,1,1.38586196000688
FED_20160519b_3T1 ,2,2,1,10,40,Pic_Perc,18,18_plaus_waiter_serving_customer.jpg,left,1,1,1,1.11791045400605
FED_20160519b_3T1 ,2,2,1,11,42,Pic_Perc,16,16_plaus_professor_lectures_to_a_student.jpg,left,1,1,1,1.13496428700455
FED_20160519b_3T1 ,2,2,1,12,46,Sent_Sem,5,The dentist is treating the patient.,right,1,1,1,1.21739922900451
FED_20160519b_3T1 ,2,2,1,13,48,Sent_Sem,8,The businessman is painting the artist.,left,2,2,1,1.03261719300644
FED_20160519b_3T1 ,2,2,1,14,50,Sent_Sem,26,The queen is bowing to the peasant.,left,2,1,0,1.38276181100809
