SubjID,List,Order,Run,TrialNumber,TrialOnset,Condition,ItemNum,Item,Motion,CorrectAnswer,Response,Accuracy,RT
FED_20160519c_3T1 ,1,1,1,1,0,FIX,0,+,-,0,0,0,0
FED_20160519c_3T1 ,1,1,1,2,24,Pic_Sem,4,04_implaus_grandmother_rescuse_fireman.jpg,left,2,2,1,1.95497353799874
FED_20160519c_3T1 ,1,1,1,3,26,Pic_Sem,31,31_plaus_visitor_pushes_nurse.jpg,left,1,2,0,0.0239965159998974
FED_20160519c_3T1 ,1,1,1,4,28,Pic_Sem,34,34_implaus_blind_person_leading_dog.jpg,right,2,2,1,1.76564031699672
FED_20160519c_3T1 ,1,1,1,5,30,Pic_Sem,14,14_implaus_bride_blesses_priest.jpg,right,2,2,1,1.87480855299509
FED_20160519c_3T1 ,1,1,1,6,32,Pic_Sem,18,18_implaus_customer_serving_waiter.jpg,right,2,2,1,0.0219355589943007
FED_20160519c_3T1 ,1,1,1,7,34,Pic_Sem,35,35_plaus_bouncer_rejects_girl.jpg,left,1,2,0,1.56289350900624
FED_20160519c_3T1 ,1,1,1,8,36,Pic_Sem,12,12_implaus_model_photographes_photographer.jpg,right,2,2,1,1.4870044010022
FED_20160519c_3T1 ,1,1,1,9,38,Pic_Sem,28,28_implaus_child_laces_shoes_of_father.jpg,right,2,1,0,1.62751273599861
FED_20160519c_3T1 ,1,1,1,10,40,Pic_Sem,13,13_plaus_pirate_kidnaping_princess.jpg,left,1,1,1,1.38774714600004
FED_20160519c_3T1 ,1,1,1,11,42,Pic_Sem,3,03_plaus_doctor_uses_stethoscope_on_patient.jpg,left,1,1,1,1.15185418599867
FED_20160519c_3T1 ,1,1,1,12,46,Pic_Perc,6,06_implaus_girl_frightens_ghost.jpg,right,2,2,1,1.05326459399657
FED_20160519c_3T1 ,1,1,1,13,48,Pic_Perc,10,10_implaus_king_entertain_jester.jpg,right,2,1,0,1.71586521899735
FED_20160519c_3T1 ,1,1,1,14,50,Pic_Perc,17,17_plaus_vampir_bites_woman.jpg,left,1,2,0,1.48332244799531
FED_20160519c_3T1 ,1,1,1,15,52,Pic_Perc,5,05_plaus_dentist_treating_patient.jpg,left,1,1,1,1.36667980300263
FED_20160519c_3T1 ,1,1,1,16,54,Pic_Perc,15,15_plaus_shark_bites_snorkeler.jpg,right,2,2,1,1.73975001000508
FED_20160519c_3T1 ,1,1,1,17,56,Pic_Perc,16,16_implaus_student_lectures_to_a_professor.jpg,right,2,0,0,0
FED_20160519c_3T1 ,1,1,1,18,58,Pic_Perc,20,20_implaus_lady_cooks_for_chef.jpg,right,2,1,0,1.26308359799441
FED_20160519c_3T1 ,1,1,1,19,60,Pic_Perc,7,07_plaus_mother_feeding_baby.jpg,left,1,1,1,1.09652998199454
FED_20160519c_3T1 ,1,1,1,20,62,Pic_Perc,33,33_plaus_boss_orders_worker.jpg,right,2,1,0,1.80127037499915
FED_20160519c_3T1 ,1,1,1,21,64,Pic_Perc,25,25_plaus_santa_gives_present_to_girl.jpg,right,2,0,0,0
FED_20160519c_3T1 ,1,1,1,22,68,Sent_Sem,37,The woman is proposing to the man.,right,2,0,0,0
FED_20160519c_3T1 ,1,1,1,23,70,Sent_Sem,26,The peasant is bowing to the queen.,left,1,2,0,1.56016742400243
FED_20160519c_3T1 ,1,1,1,24,72,Sent_Sem,14,The priest is blessing the bride.,left,1,1,1,1.68403822599794
FED_20160519c_3T1 ,1,1,1,25,74,Sent_Sem,5,The patient is treating the dentist.,right,2,2,1,1.76991729800648
FED_20160519c_3T1 ,1,1,1,26,76,Sent_Sem,7,The baby is feeding the mother.,left,2,2,1,1.29425024399825
FED_20160519c_3T1 ,1,1,1,27,78,Sent_Sem,9,The bride is carrying the groom.,left,2,2,1,1.53159085700463
FED_20160519c_3T1 ,1,1,1,28,80,Sent_Sem,2,The babysitter is scolding the child.,left,1,1,1,1.49121324600128
FED_20160519c_3T1 ,1,1,1,29,82,Sent_Sem,18,The waiter is serving the customer.,left,1,2,0,1.64485328900628
FED_20160519c_3T1 ,1,1,1,30,84,Sent_Sem,16,The professor is lecturing to the student.,right,1,1,1,1.85876825499872
FED_20160519c_3T1 ,1,1,1,31,86,Sent_Sem,1,The criminal is arresting the cop.,right,2,2,1,1.64468519600632
FED_20160519c_3T1 ,1,1,1,32,90,Sent_Perc,40,The chauffeur is opening the door for the lady.,right,2,0,0,0
